"도서관 일련번호","도서관명","구 코드","구명","주소","전화번호","홈페이지 URL","운영시간","정기 휴관일","도서관 구분명","위도","경도"
"1270","오패산마을공동체마을꿈터도서관","0021","강북구","서울특별시 강북구 오현로 31 삼화그린빌 102호","070-7646-0093","http://cafe.daum.net/gbnanum","평일 : 10:00~17:00 주말 : 휴관일","토요일 일요일","작은도서관","37.6166993","127.0336376"
"2721","옹달샘 작은도서관","0021","강북구","서울특별시 강북구 도봉로13길 78 지하1층","","","평일 : 10:00~17:00 주말 : 휴관일","토 일요일","작은도서관","37.6154020115159","127.026238435973"
"164","우리동네작은도서관","0021","강북구","서울특별시 강북구 덕릉로40다길 13 번동제일교회 선교 교육관 2층 526-59","070-4200-0140","http://cafe.naver.com/bundongkids","평일 : 13:00~19:00 주말 : 11:00~15:00","토요일법정 공휴일","작은도서관","37.62744406","127.0465354"
"179","우이동새마을문고","0021","강북구","서울특별시 강북구 삼양로 139길 49 우이동주민센터 2층","02-3778-4918","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.66370709","127.0123551"
"2720","인수동새마을문고","0021","강북구","서울특별시 강북구 인수봉로 255 인수동주민센터 2층","02-3778-4965","https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400","평일 : 10:00~17:00 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.6414869298367","127.010596846898"
"2173","작은도서관 별찌","0021","강북구","서울특별시 강북구 오현로 45 꿈의숲해링턴 111동 104호","02-946-0993","","평일 : 10:00~17:00 주말 :","토일요일 공휴일","작은도서관","37.6169360383619","127.034609708112"
"1979","작은도서관두루","0021","강북구","서울특별시 강북구 삼양로 73길 23 2층 2층","02-901-0239","","평일 : 13:00~19:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.62946981","127.0197854"
"1264","작은도서관책이랑놀자","0021","강북구","서울특별시 강북구 삼양로 79길 19-3 수유동","02-903-6604","cafe.daum.net/glife1995","평일 : 09:00~18:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.6310508","127.0187333"
"166","작은도서관함께놀자","0021","강북구","서울특별시 강북구 인수봉로72길 4(수유동 극동아파트) 상가 13동 3층 2호 113동(상가동) 3층 2호","02-999-2207","http://www.booknplay.org","평일 : 13:00~17:30 주말 : 휴관일","토요일일요일공휴일","작은도서관","37.6417896750402","127.012304837614"
"1590","좋은맘작은도서관","0021","강북구","서울특별시 강북구 삼양로 430 2층 2층","070-4643-1579","","평일 : 13:00~17:00 주말 : 13:00~17:00(13주)","둘째 넷째주 토요일 일요일 공휴일","작은도서관","37.64184914","127.0168699"
"161","주영광어린이도서관","0021","강북구","서울특별시 강북구 한천로 109길 67 한양아파트 2층","02-937-3545","cafe.daum.net/myfyoungkwang","평일 : 10:00~18:00 주말 : 10:00~18:00","일요일 공휴일","작은도서관","37.62719884","127.0408086"
"1591","지혜어린이도서관","0021","강북구","서울특별시 강북구 도봉로65길 35 3층","02-987-5100","","평일 : 14:00~19:00 주말 : 휴관일","매주 토요일일요일","작은도서관","37.62941282","127.0226664"
"1268","트리베라1차문고","0021","강북구","서울특별시 강북구 삼양로19길 25 삼성래미안트리베라1차 아파트 관리사무소","02-946-1858","","평일 : 13:00~17:00 주말 : 휴관일","토 일요일","작은도서관","37.61282768","127.0214348"
"1934","푸른별환경도서관","0021","강북구","서울특별시 강북구 삼양로51길 22 양지마을사랑채 1층(미아동)","02-766-0626","http://cafe.naver.com/greenlibrary0324","평일 : 13:00~19:00 주말 : 13:00~19:00","일요일 공휴일","작은도서관","37.62391618","127.0172388"
"2429","하늘을 나는 작은도서관","0021","강북구","서울특별시 강북구 한천로124나길 27 지층 101동","","","평일 : 10:30~18:30 주말 : 휴관일","토 일요일","작은도서관","37.6380173","127.0290972"
"2724","5세대sf작은도서관","0001","강서구","서울특별시 강서구 공항대로 103 마곡엠밸리9단지상가 403호","","","평일: 13:00~18:00 주말: 휴관","일요일 공휴일 휴관","작은도서관","37.56230033929","126.819169157728"
"2430","e편한세상염창작은도서관","0001","강서구","서울특별시 강서구 공항대로 583 관리동","02-2668-9916","","평일 : 13:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.5482976","126.8678862"
"1850","가람작은도서관","0001","강서구","서울특별시 강서구 양천로57길 36 가양5종합사회복지관 ","02-2668-4603","http://lib.gangseo.seoul.kr/","평일 : 09:00~17:00 주말 : 09:00~13:00","일요일 공휴일","작은도서관","37.5635654","126.8525312"
"2010","가양9-1단지작은도서관","0001","강서구","서울특별시 강서구 허준로224 관리동 2층 ","02-2668-9155","","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.55982697","126.8627765"
"1838","가양도서관","0001","강서구","서울특별시 강서구 양천로61길101(가양동 1493)","02-3665-8797","http://lib.gangseo.seoul.kr","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 월요일 법정공휴일","공공도서관","37.55994851","126.8655346"
"1398","강서영어도서관","0001","강서구","서울특별시 강서구 곰달래로57가길 26","02-2061-2274","lib.gangseo.seoul.kr","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.53468572","126.8608018"
"71","강서점자도서관","0001","강서구","서울특별시 강서구 공항대로 206 801~803호","02-2661-22782291","http://www.ksbl.or.kr/","평일 : 09:30~17:30 주말 : 09:30~13:00","토요일(첫째 셋째주) 일요일 법정공휴일","장애인도서관","37.5588934901654","126.830272839065"
"1377","곰달래도서관","0001","강서구","서울특별시 강서구 강서로5길 50 (곰달래문화복지센터 5 6층)","02-2065-3785","http://lib.gangseo.seoul.kr","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.52905938","126.8488976"
"209","공룡어린이도서관","0001","강서구","서울특별시 강서구 까치산로 144 꿈이있는어린이도서관 강남교회","02-2601-5233","","평일 : 14:00~18:00 주말 : 토요일:14:00~18:00 일요일:10:00~14:00","월요일","작은도서관","37.55007327","126.8522095"
"1829","국립국어원자료실","0001","강서구","서울특별시 강서구 금낭화로 154 3층","02-2669-9758","http://www.korean.go.kr/front/data/dataBookList.do?mn_id=48","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.57915455","126.8138354"
"2019","글고운SH작은도서관","0001","강서구","서울특별시 강서구 공항대로 124 1102동 1층 ","070-8917-4505","","평일 : (월 화)13:00~17:00 (수~금)14:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.55941384","126.8208126"
"1594","글마루SH작은도서관","0001","강서구","서울특별시 강서구 마곡서1로 146 ","02-2064-0341","","평일 : 13:00~17:00 주말 : 11:00~14:00","일요일 공휴일","작은도서관","37.56912773","126.820556"
"2431","글벗누리작은도서관","0001","강서구","서울특별시 강서구 방화대로 330 방화1동주민센터 2층 2","02-2600-7962","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.57034125","126.8170501"
"60","길꽃어린이도서관","0001","강서구","서울특별시 강서구 금낭화로24길 5","02-2663-4764","http://lib.gangseo.seoul.kr","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.57871971","126.8136582"
"2710","꿀단지작은도서관","0001","강서구","서울특별시 강서구 마곡서1로 132(마곡엠밸리 3단지) 관리동 2층","010-2578-7870","","평일: 14:00~17:00 토 10:00~13:00","일요일","작은도서관","37.5685321902282","126.819718473444"
"94","꿈꾸는어린이도서관","0001","강서구","서울특별시 강서구 공항대로 615","02-3663-4025","http://lib.gangseo.seoul.kr","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.54733669","126.8733189"
"2020","꿈나래작은도서관","0001","강서구","서울특별시 강서구 양천로47가길 25-10 양천교회","02-2658-1472","","평일 : 10:00~17:00 주말 : (토)10:00~17:00 (일)09:00~17:00","월요일 공휴일","작은도서관","37.57132885","126.8393354"
"2018","꿈빛작은도서관","0001","강서구","서울특별시 강서구 공항대로 140 1203동 1층 ","070-8804-6677","","평일 : 10:00~16:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.55930889","126.8225324"
"2432","꿈자람책놀이터작은도서관","0001","강서구","서울특별시 강서구 개화동로 21길 4 방화11단지아파트 종합사회복지관","070-5153-8240","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.59002188","126.8041536"
"1276","꿈터작은도서관","0001","강서구","서울특별시 강서구 곰달래로 79 화곡1동주민센터 3층","02-2600-7515","http://lib.gangseo.seoul.kr/","평일 : 10:00~17:00 주말 : 09:30~12:30","일요일 공휴일","작은도서관","37.53050717","126.8415913"
"1851","나무그늘작은도서관","0001","강서구","서울특별시 강서구 마곡서1로 100 2층","02-2663-7235","","평일 : 13:30~17:30 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.56485283","126.8216804"
"1852","나팔부는작은도서관","0001","강서구","서울특별시 강서구 마곡중앙로 33 관리동 2층","02-2664-3320","","평일 : (월 수 목):10:00~18:00 (화):15:00~21:00 (금):15:00~18:00 주말 : 14:00~16:00","일요일 공휴일","작은도서관","37.5561197","126.8618507"
"200","내발산작은도서관","0001","강서구","서울특별시 강서구 강서로52길 89 내발산동문화센터 5층","02-2600-7756","http://lib.gangseo.seoul.kr/","평일 : 09:00~17:00 주말 : 공휴일","토요일 일요일 공휴일","작은도서관","37.55744761","126.8247026"
"2016","다빈작은도서관","0001","강서구","서울특별시 강서구 마곡서로 168 럭스나인오피스텔L동 205호","02-6014-0691","","평일 : 11:00~21:00 주말 : 11:00~21:00","일요일 공휴일","작은도서관","37.55749787","126.8431987"
"1498","다솜SH작은도서관","0001","강서구","서울특별시 강서구 마곡서1로 131 2층 ","","","평일 : (화~금)14:00~15:00 주말 : 휴관일","월요일 토요일 일요일","작은도서관","37.5689636","126.8255406"
"192","도란도란쉼터작은도서관","0001","강서구","서울특별시 강서구 허준로 30 가양1동주민센터 2층","02-2600-7778","http://lib.gangseo.seoul.kr/","평일 : 09:30~17:30 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.56856045","126.8189022"
"194","도리샘작은도서관","0001","강서구","서울특별시 강서구 허준로 202 가양3동주민센터 2층","02-2600-7856","http://lib.gangseo.seoul.kr/","평일 : 09:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.56109265","126.8605614"
"184","등마루골작은도서관","0001","강서구","서울특별시 강서구 등촌로 143 등촌2동주민센터 2층","02-2600-7381","http://lib.gangseo.seoul.kr/","평일 : 09:30~17:30 주말 : 휴관일","토요일 일요일","작은도서관","37.54265831","126.8625031"
"1492","등불작은도서관","0001","강서구","서울특별시 강서구 강서로 29길 20 ","02-2691-1004","","평일 : 10:00~17:00 주말 : (토)10:00~17:00 (일)10:00~19:00","공휴일","작은도서관","37.5396417","126.8404796"
"1395","등빛도서관","0001","강서구","서울특별시 강서구 강서로62길 48","02-3664-6990","http://lib.gangseo.seoul.kr/","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 마지막 주 월요일 일요일을 제외한 법정 공휴일 (단 일요일과 법정공휴일이 겹칠 경우 휴관)","공공도서관","37.56245409","126.8423739"
"215","등촌아이파크도서관","0001","강서구","서울특별시 강서구 등촌로 163 등촌아이파크아파트 ","02-2654-5542","","평일 : (월 수 목 금)13:00~17:00 (화)18:00~21:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.54332407","126.8620737"
"210","람원문고","0001","강서구","서울특별시 강서구 까치산로 164","02-2605-2599","","평일 : 12:00~22:00 주말 : 09:00~16:30","토요일 공휴일","작은도서관","37.5517845","126.8530048"
"2433","렘넌트문화센터두란노도서관","0001","강서구","서울특별시 강서구 화곡로63길 65 12층","02-2657-9746","","평일 : (화 목)09:00~18:00 (수 금)09:00~19:50 주말 : 09:00~17:00","월요일 공휴일","작은도서관","37.5579368","126.8469821"
"2011","로뎀북카페작은도서관","0001","강서구","서울특별시 강서구 양천로24길 31(방화동)","","","평일 : 10:00~17:00 주말 : 10:00~15:00","토요일 공휴일","작은도서관","37.57196293","126.815772"
"1596","마곡엠밸리5단지SH작은도서관","0001","강서구","서울특별시 강서구 마곡서1로 111-11 ","070-4277-9766","","평일 : (월 수):12:00~17:00 (화):15:00~18:00 (목):15:00~17:00 (금):15:00~17:00 주말 : 10:00~16:00","일요일 공휴일","작은도서관","37.56584834","126.8175009"
"1497","많은샘작은도서관","0001","강서구","서울특별시 강서구 양천로 75길 13 2층 2층","070-4642-5527","","평일 : (화~금)09:00~19:00 주말 : 11:00~17:00","월요일 일요일 공휴일","작은도서관","37.5503824","126.8750658"
"211","발음작은도서관","0001","강서구","서울특별시 강서구 강서로47나길 35 발음교회 ","02-2662-1372","http://baleum.org","평일 : 09:00~18:00 주말 : 09:00~18:00","","작은도서관","37.53177397","126.8455239"
"199","방그리나작은도서관","0001","강서구","서울특별시 강서구 금낭화로24길 5 방화3동주민센터 2층","02-2600-5267","http://lib.gangseo.seoul.kr/","평일 : 10:00~18:00 주말 : 09:00~13:00","일요일 공휴일","작은도서관","37.57871971","126.8136582"
"191","배다리작은도서관","0001","강서구","서울특별시 강서구 곰달래로25길 45 화곡8동주민센터 2층","02-2600-7701","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 10:00~14:00","일요일 공휴일","작은도서관","37.53269878","126.8483319"
"1493","볏고을작은도서관","0001","강서구","서울특별시 강서구 곰달래로 57가길 26 화곡4동주민센터 2층","02-2061-2275","http://lib.gangseo.seoul.kr/","평일 : 10:00~18:00 주말 : 10:00~13:00","일요일 공휴일","작은도서관","37.53468572","126.8608018"
"1598","새싹작은도서관","0001","강서구","서울특별시 강서구 수명로2길 105 514동 1층 ","02-2667-5118","","평일 : 10:00~18:00 주말 : 10:00~14:00","","작은도서관","37.55216553","126.8270329"
"2012","생각빚는작은도서관","0001","강서구","서울특별시 강서구 공항대로 481 2층 ","02-8277-7701","","평일 : 10:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.55337187","126.8604179"
"183","생각열매작은도서관","0001","강서구","서울특별시 강서구 공항대로53가길55 등촌1동주민센터 2층 ","02-2600-7356","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 09:00~13:00","일요일 공휴일","작은도서관","37.55583112","126.8589109"
"16","서울특별시교육청강서도서관","0001","강서구","서울특별시 강서구 등촌로51나길 29","02-3219-7000","http://gslib.sen.go.kr","평일 : 09:00~20:00 주말 : 09:00~17:00","13주 금요일 및 법정공휴일","공공도서관","37.5479003","126.8599262"
"2024","솔뫼작은도서관","0001","강서구","서울특별시 강서구 가로공원로77길 30 솔뫼공원경로당 2층","02-2690-2468","http://lib.gangseo.seoul.kr/","평일 : 12:00~17:00 주말 : 10:00~14:00","일요일 공휴일","작은도서관","37.53801623","126.8385166"
"196","송정작은도서관","0001","강서구","서울특별시 강서구 송정길 45 공항동주민센터 2층","02-2600-7932","http://lib.gangseo.seoul.kr/","평일 : 09:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.56355592","126.814849"
"1494","수명산작은도서관","0001","강서구","서울특별시 강서구 수명로 1길 131 내발산동공공기숙사 지하 1층 ","02-2666-0037","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 09:00~18:00","일요일 공휴일","작은도서관","37.55411388","126.8255181"
"2434","승리행복작은도서관","0001","강서구"," ","","","평일 : 09:30~17:30 주말 : 09:30~14:00","일요일 공휴일","작은도서관","",""
"182","아리향기작은도서관","0001","강서구","서울특별시 강서구 양천로67가길 63 염창동주민센터2층","02-2600-7326","http://lib.gangseo.seoul.kr/","평일 : 09:30~17:30 주말 : 공휴일","토요일 일요일 공휴일","작은도서관","37.55377439","126.8709675"
"1858","아이편한작은도서관","0001","강서구","서울특별시 강서구 강서로 266 우장산아이파크이편한세상","02-2602-9443","","평일 : 13:00~17:00 주말 : 10:00~13:00","일요일 공휴일","작은도서관","37.54918164","126.8395323"
"2022","어울림작은도서관","0001","강서구","서울특별시 강서구 마곡중앙1로 72(마곡동 마곡10단지) ","02-2666-9606","","평일 : (월 금):13:00~17:00 (화 목):10:00~17:00 주말 : (토)10:00~13:00 (일)13:00~17:00","수요일 일요일 공휴일","작은도서관","37.572344","126.8380573"
"190","역마을작은도서관","0001","강서구","서울특별시 강서구 화곡로 312 화곡6동주민센터 2층","02-2600-7660","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.55181465","126.8500752"
"2014","염창작은도서관","0001","강서구","서울특별시 강서구 공항대로75길 30 상가동 301호 ","02-6449-2025","","평일 : 14:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.54766948","126.8740357"
"208","예뜰작은도서관","0001","강서구","서울특별시 은평구 은평로 3길 7 은평비전센터 1층 ","02-2640-3264","","평일 : 12:00~17:00 주말 : 10:00~14:00","월요일법정공휴일","작은도서관","37.59959068","126.9145269"
"1599","예인작은도서관","0001","강서구","서울특별시 강서구 방화대로 34길 120","02-2605-0682","","평일 : 10:00~20:00 주말 : 10:00~20:00","일요일 공휴일","작은도서관","37.57174834","126.8232974"
"1495","옹기종기작은도서관","0001","강서구","서울특별시 강서구 공항대로 61길 50 염창지역정보센터 내","02-3663-4155","http://lib.gangseo.seoul.kr/","평일 : 10:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.52925099","127.1429858"
"2723","옹달샘작은도서관","0001","강서구","서울특별시 강서구 곰달래로37길 13 화곡2동주민센터 2층","02-2600-7545","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 09:00~13:00","일요일 공휴일","작은도서관","37.5318278393342","126.85448849162"
"2435","우리작은도서관","0001","강서구","서울특별시 강서구 방화대로6라길 26 2층","02-2662-3927","","평일 : 10:00~15:00 주말 : 10:00~14:00","일요일 공휴일","작은도서관","37.55614907","126.8185107"
"1394","우장산숲속도서관","0001","강서구","서울특별시 강서구 우현로 34","02-2696-6690","http://lib.gangseo.seoul.kr","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 월요일 일요일을 제외한 법정 공휴일 (단 일요일과 법정공휴일이 겹칠 경우 휴관)","공공도서관","37.54828757","126.8418355"
"2015","위드영어전문작은도서관","0001","강서구","서울특별시 강서구 월정로32길 30 1층","02-717-5234","","평일 : (월 수)14:00~18:00 (목 금)14:00~19:00 주말 : 휴관일","화요일 토요일 일요일 공휴일","작은도서관","37.5352355","126.8370888"
"1600","작은뜰작은도서관","0001","강서구","서울특별시 강서구 마곡서로 175 작은뜰작은도서관","070-8866-7785","","평일 : 13:00~17:00 주말 : 11:00~13:00","일요일","작은도서관","37.56985973","126.8248177"
"2148","종이비행기작은도서관","0001","강서구","서울특별시 강서구 남부순환로19길 50 202호","02-6015-7991","","평일 :  주말 : ","","작은도서관","37.5465825","126.8242049"
"217","좋은친구어린이도서관","0001","강서구","서울특별시 강서구 방화대로6나길 28 한사랑교회 2층","02-2662-8326","http://www.joyhmc.org","평일 : 13:00~17:00 주말 : (토)13:00~17:00 (일)09:00~17:00","월요일 공휴일","작은도서관","37.55626806","126.8170781"
"198","채움작은도서관","0001","강서구","서울특별시 강서구 개화동로23길20 방화2동주민센터 2층","02-2600-5225","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.54680952","126.8316262"
"2709","책마당SH작은도서관","0001","강서구","서울특별시 강서구 허준로 176(가양8단지)","02-2668-9000","","평일 : 10:00~12:0014:00~18:00 일 14:00~1800","토요일","작은도서관","37.5618604950789","126.856808076066"
"188","책마루작은도서관","0001","강서구","서울특별시 강서구 강서로33가길 17 화곡3동주민센터 2층","02-2600-7577","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 09:00~13:00","일요일 공휴일","작은도서관","37.59763325","126.7988721"
"195","책향기작은도서관","0001","강서구","서울특별시 구로구 고척로 18길 92 오류동 감리교회 별관 2층","070-7091-6719","www.smalllibrary.org","평일 : 09:30~17:30 주말 : 09:00~13:00","일요일 공휴일","작은도서관","37.55312086","126.8331803"
"1854","천사작은도서관","0001","강서구","서울특별시 강서구 마곡서로 133 705동 3층","070-5138-5860","","평일 : 14:00~18:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.56519009","126.8221487"
"1593","초록동작은도서관","0001","강서구","서울특별시 강서구 초록마을로 14길 36 2층 초록동 경로당 2층","02-2065-7670","http://lib.gangseo.seoul.kr/","평일 : 09:30~17:30 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.54114762","126.8485095"
"185","초록향기작은도서관","0001","강서구","서울특별시 강서구 초록마을로5길 29 화곡본동주민센터 2층","02-2600-7474","http://lib.gangseo.seoul.kr/","평일 : 09:30~17:30 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.54404753","126.8476629"
"1273","큰마음작은도서관","0001","강서구","서울특별시 강서구 화곡로63길 96 등촌3동주민센터 2층","02-2600-7448","http://lib.gangseo.seoul.kr/","평일 : 09:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.55888732","126.8479185"
"93","푸른들청소년도서관","0001","강서구","서울특별시 강서구 강서로45다길 71","02-2691-1630","http://lib.gangseo.seoul.kr","평일 : 09:00~22:00 일요일 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.54467538","126.835182"
"203","하늘꿈작은도서관","0001","강서구","서울특별시 송파구 오금로 473 하늘꿈작은도서관","02-443-2046","없음","평일 : 10:00~18:00 주말 : 휴관일","토일월요일","작은도서관","37.54902225","126.8344231"
"2023","하늘뜰작은도서관","0001","강서구","서울특별시 강서구 마곡중앙1로 71(마곡동 마곡힐스테이트) 1311동","02-3664-7070","","평일 : 평일(월 화):15:00~22:30 (수)15:00~18:00 주말 : 휴관일","목요일 금요일 토요일 일요일 공휴일","작은도서관","37.55690585","126.8178733"
"1705","한국문화관광연구원정책자료실","0001","강서구","서울특별시 강서구 금낭화로 154","02-2669-9818","http://www.kcti.re.kr/03_5.dmj","평일 : 09:30~12:00 13:00~17:30 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.57915455","126.8138354"
"1592","해뜰작은도서관","0001","강서구","서울특별시 강서구 방화대로 48길 40 방화2 종합사회복지관 방화2종합사회복지관 3층","02-2662-6669","http://lib.gangseo.seoul.kr/","평일 : 09:00~18:00 주말 : 09:00~16:00","일요일 공휴일","작은도서관","37.57364524","126.8185226"
"193","허준마을작은도서관","0001","강서구","서울특별시 강서구 허준로 93 가양2동주민센터 2층","02-2600-7813","http://lib.gangseo.seoul.kr/","평일 : 09:00~17:00 주말 : 휴관일","토요일 일요일 공휴일","작은도서관","37.5673976","126.8512711"
"220","화곡푸르지오도서관","0001","강서구","서울특별시 강서구 화곡로13길 107 ","02-2691-6104","","평일 : 14:00~19:00 주말 : 14:00~18:00","일요일 공휴일","작은도서관","37.54680952","126.8316262"
"204","환원어린이작은도서관","0001","강서구","서울특별시 강서구 금낭화로26가길 120 지온보육원 강서지역아동복지센터 ","02-2662-3485","","평일 : 09:00~18:00 주말 : 09:00~17:00","일요일 공휴일","작은도서관","37.58396156","126.8118064"
"216","희망문고","0001","강서구","서울특별시 강서구 화곡로 18길 30-11 원흥타운 207호 ","02-2690-0511","","평일 : 11:00~17:00 주말 : 11:00~17:00","일요일 공휴일","작은도서관","37.5385771","126.8354767"
"2436","갈보리작은도서관","0005","관악구","서울특별시 관악구 관천로11길 57 지하1층","","해당없음","평일 : 14:00~20:00 주말 : 10:00~18:00","일요일","작은도서관","37.4837085","126.9196097"
"1278","고맙습니다하난곡작은도서관","0005","관악구","서울특별시 관악구 난우10가길 20-7 하난곡어린이집 23층","02-868-8994","http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/bp_lib/index.php","평일 : 09:00~18:00 주말 : 09:00~17:00","화요일","작은도서관","37.47681645","126.919935"
"43","관악중앙도서관","0005","관악구","서울특별시 관악구 신림로 3길 35","02-828-5700","http://www.gwanakcullib.seoul.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.46759816","126.9448714"
"2659","관악파크푸르지오 작은도서관","0005","관악구","서울특별시 관악구 행운10길 21","","","평일 : 10:00~20:00 주말 : 10:00~18:00","일요일 공휴일","작은도서관","37.4822590156576","126.962151071938"
"1707","국제백신연구소자료실","0005","관악구","서울특별시 관악구 관악로 1 서울대학교 연구공원 내","02-872-2801(내선108)","http://www.ivi.int/","평일 : 10:00~17:00 주말 : 휴관일","토요일 일요일 법정공휴일","전문도서관","37.4487334","126.954225"
"2437","그림숲 그림책작은도서관","0005","관악구","서울특별시 관악구 청룡9길 12-39 청룡동자치회관 1층","02-876-4041","http://lib.gwanak.go.kr/menu/subpage_01/sub04.php","평일 : 09:00~18:00 주말 : 10:00~17:00","토일요일","작은도서관","37.4780063","126.9442643"
"44","글빛정보도서관","0005","관악구","서울특별시 관악구 관악로 30길 23","02-878-7460","http://lib.gwanak.go.kr","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 월요일 및 법정 공휴일","공공도서관","37.4862426","126.9596701"
"2411","꿈꾸는작은도서관(관악)","0005","관악구","서울시 관악구 광신길 115","","해당없음","평일 : 10:00~18:00 주말 : 10:00~18:00","월요일","작은도서관","37.4642348","126.9234343"
"1602","꿈나무영유아도서관","0005","관악구","서울특별시 관악구 신림로 3길 35 문화복합시설내 2층 ","02-828-5721","http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/dt_lib/index.php","평일 : 09:00~18:00 주말 : 09:00~17:00","매주 화요일","작은도서관","37.46759816","126.9448714"
"250","꿈마을도서관","0005","관악구","서울특별시 관악구 중앙2길 16 2층","02-886-3196","해당없음","평일 : 10:00~18:00 주말 : 10:00~16:00","일요일 공휴일","작은도서관","37.4844979184115","126.953988594966"
"2661","나들목 작은도서관","0005","관악구","서울특별시 관악구 남부순환로172길 63 좋은만남교회","","","평일 : 10:00~20:00 주말 : 10:00~18:00","일요일 공휴일","작은도서관","37.4824059129145","126.922387616072"
"236","낙성대공원도서관","0005","관악구","서울특별시 관악구 낙성대로 77 낙성대공원 내","02-872-5575","http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/bp_lib/index.php","평일 : 09:00~18:00 주말 : 09:00~17:00","화요일","작은도서관","37.47194333","126.9595864"
"261","낙성대동우듬지작은도서관","0005","관악구","서울특별시 관악구 낙성대로4가길 5 낙성대동주민센터 4층 ","02-876-4072","http://lib.gwanak.go.kr/menu/subpage_01/sub03.php","평일 : 10:00~20:00 주말 : 휴관일","토일요일","작은도서관","37.47629474","126.9583866"
"268","난곡동책사랑작은도서관","0005","관악구","서울특별시 관악구 난곡로30길 40 난곡동주민센터3층 ","02-861-7130","http://lib.gwanak.go.kr/menu/subpage_01/sub03.php","평일 : 10:00~20:00 주말 : 휴관일","토일요일","작은도서관","37.47102459","126.9216436"
"237","난곡주민도서관새숲","0005","관악구","서울특별시 관악구 난향5길 2 난향꿈둥지 2~3층","02-839-1121","http://www.nangoklib.org","평일 : 10:00~19:00 주말 : 10:00~17:00","일요일 공휴일","작은도서관","37.46277952","126.9173014"
"269","난향동뜰안에작은도서관","0005","관악구","서울특별시 관악구 난곡로 67 난향동주민센터 4층","02-867-1735","http://lib.gwanak.go.kr/menu/subpage_01/sub03.php","평일 : 10:00~20:00 주말 : 휴관일","토일요일","작은도서관","37.46152156","126.9187981"
