"고유번호","시설명","담당구","주소","연락처","홈페이지","추천수","주출입구 접근로 여부","장애인 전용 주차구역 여부","주출입구 높이차이 제거 여부","장애인용 승강기 여부","장애인 화장실 여부","장애인용 객실 이용가능 여부","장애인용 관람석 이용가능 여부","장애인 매표소 여부","시각장애인 편의서비스 여부","청각장애인 편의서비스 여부","안내 서비스 여부","휠체어 대여 여부"
"3490","연세대학교 학생회관","서대문구","서울시 서대문구 연세로 50","02-1599-1885","www.yonsei.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3021","동원중학교","중랑구","서울시 중랑구 양원역로 32","02-493-8129","www.tongwon.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2833","오봉초","도봉구","서울시 도봉구 시루봉로 285","02-3492-8613","www.seoulobong.es.kr","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"2836","등원초등학교","강서구","서울시 강서구 화곡로65길 90","02-2658-2233","www.deungwon.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2846","영도초등학교","양천구","서울시 양천구 목동중앙로 70","02-2647-2387","www.youngdo.es.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"5487","CBS방송국","양천구","서울시 양천구 목동서로 159-1","02-2650-7000","http://www.cbs.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3263","영등포고등학교","동작구","서울시 동작구 등용로8길 5","02-816-8324","http://www.ydp.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4372","파랑새어린이집","서대문구","서울시 서대문구 통일로39다길 8","02-379-3236","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5385","세종C&amp;P","성동구","서울시 성동구 아차산로 138","02-467-5041","http://sejongcnp.co.kr/mcbldr/page/index/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3555","총신대학교","동작구","서울시 동작구 사당로 143","02-3479-0200","www.chongshin.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3084","상원중학교","노원구","서울시 노원구 수락산로 182","02-930-0761","www.sang-won.ms.kr","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"3454","신현고등학교","중랑구","서울시 중랑구 봉화산로 174","02-3422-2715","www.shinhyeon.hs.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3546","서경대평생교육원(M동)","성북구","서울시 성북구 서경로 124","02-940-7070","www.lifeedu.skuniv.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3520","서울과학종합대학원대학교","서대문구","서울시 서대문구 이화여대2길 46","070-7012-2700","http://www.assist.ac.kr/","0","Y","Y","Y","N","Y","N","Y","N","N","N","N","N"
"3524","한양대학교","성동구","서울시 성동구 왕십리로 222","02-2220-0114","http://www.hanyang.ac.kr/","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"2524","강서유치원","강서구","서울시 강서구 까치산로18길 7-19","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2992","신광여자중학교","용산구","서울시 용산구 청파로  263","02-710-6990","http://www.shinkwang.ms.kr/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3052","오류중학교","구로구","서울시 구로구 고척로27바길 19","02-2612-2602","www.oryu.ms.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2414","A+ 치과병원","강남구","서울시 강남구 언주로 860","02-3442-7575","www.aplusdental.co.kr/","1","Y","N","Y","Y","N","N","N","N","N","N","N","N"
"3492","연세대학교 알렌관","서대문구","서울시 서대문구 연세로  50","02-2123-4101","http://www.allenhall.co.kr/","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"3493","중앙대학교 공연 영상예술원","종로구","서울시 종로구 이화장길  86-8","02-3676-0777","","0","N","N","Y","N","Y","N","N","N","N","N","N","N"
"3498","세종대학교학생회관","광진구","서울시 광진구 동일로44길 9","02-3408-3114","http://www.sejong.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3457","선유고등학교","영등포구","서울시 영등포구 선유로 227","02-2069-0036","www.seonyoo.hs.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2428","메디아이여성병원","노원구","서울시 노원구 노원로 448","02-936-2122","www.medi-i.com/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4938","국민건강보험공단서대문지사","서대문구","서울시 서대문구 통일로 413","1577-1000","http://www.nhis.or.kr/","0","Y","N","Y","Y","N","N","N","N","N","N","N","N"
"5427","시흥4동 공영주차장","금천구","서울시 금천구 독산로36나길 21","","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"4945","국민건강보험강북지사","강북구","서울시 강북구 솔매로50길 43","1577-1000","http://www.nhic.or.kr/","2","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4795","구로구청","구로구","서울시 구로구 가마산로 245","02-860-2114","http://www.guro.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4812","창5동주민센터","도봉구","서울시 도봉구 도봉로136나길 20","02-2091-5892","http://dong.dobong.go.kr/changdong5","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"5348","알에스엠타워","금천구","서울시 금천구 가산디지털2로  30","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2626","서울연지초등학교","노원구","서울시 노원구 월계로55길 48","02-979-8091","www.seoulyeonji.es.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3674","삼보어학원(성보 제2빌딩)","강남구","서울시 강남구 도곡로 451","02-562-3630","","0","Y","Y","N","Y","N","N","N","N","N","N","N","N"
"2689","염강초등학교","강서구","서울시 강서구 허준로  221-22","02-2659-4984","www.yk.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3410","상암고등학교","마포구","서울시 마포구 월드컵북로 445","02-373-0041","http://www.sangam.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2649","신화초","도봉구","서울시 도봉구 우이천로 120","02-992-9031","www.sinhwa.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3317","혜성여고","노원구","서울시 노원구 노원로16길 2","02-972-4040","www.hyesung.hs.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3248","아현중학교","마포구","서울시 마포구 마포대로 197","02-363-1813","www.ahyeon.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3324","수도전기공업고등학교","강남구","서울시 강남구 개포로 410","070-4673-9907","www.sudo.hs.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2732","광운초등학교","성북구","서울시 성북구 한천로 693","02-915-7312","www.kwangwoon.es.kr/","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"2711","등현초등학교","강서구","서울시 강서구 화곡로65길  124","02-2658-7851","www.deunghyun.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2756","상암초등학교","마포구","서울시 마포구 월드컵북로  353","02-375-8891","www.sangam.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2972","인수초등학교","강북구","서울시 강북구 인수봉로 269","02-902-2003","www.insu.es.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2666","삼양초등학교","강북구","서울시 강북구 삼양로 49-17","02-987-8321","www.samyang.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3337","송곡여자고등학교 ","중랑구","서울시 중랑구 양원역로  50","02-434-4598","http://www.songgok.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2697","수유초등학교","강북구","서울시 강북구 삼양로 74-39","02-989-3724","www.suyu.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"5472","화곡본-2주택가(공영주차장)","강서구","서울시 강서구 초록마을로5길 43","02-2607-1570","","2","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2190","한강성심병원","영등포구","서울시 영등포구 버드나루로  55","02-2639-5114","hangang.hallym.or.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"5488","SBS공개홀","강서구","서울시 강서구 양천로  442","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3001","상암중학교","마포구","서울시 마포구 상암산로1길 26","02-375-5300","www.sangam.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3009","한산중학교","강동구","서울시 강동구 풍성로 251","02-482-2157","www.urihansan.ms.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2293","중랑노인전문요양원","중랑구","서울시 중랑구 양원역로 38","02-437-0144","www.jns-center.or.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4757","당산1동주민센터","영등포구","서울시 영등포구 양산로23길  11","02-2670-1452","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2850","서울홍연초등학교","서대문구","서울시 서대문구 백련사길 55","02-394-1801","www.hyc.es.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3921","방화동아이사랑어린이집","강서구","서울시 강서구 방화대로25길 11-11","02-2662-3878","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2362","서울성심병원","동대문구","서울시 동대문구 왕산로  259","02-966-1616","www.sshosp.co.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3331","세현고등학교","강서구","서울시 강서구 허준로  227","02-3663-1495","http://www.sehyun.hs.kr/","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"3335","창동고","도봉구","서울시 도봉구 노해로62길 7","070-4377-3607","http://changdong.hs.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3252","광문고등학교","강동구","서울시 강동구 동남로 968","02-427-2872","www.gwangmun.com","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3434","신서고등학교","양천구","서울시 양천구 은행정로 42","02-2690-0025","www.sinseo.hs.kr","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"3438","학교법인성심학원(성심여자고등학교)","용산구","서울시 용산구 원효로19길  49","02-702-5501","http://www.sacredheart.hs.kr/","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3219","경서중학교","강서구","서울시 강서구 양천로59길  31","02-2668-0304","http://gyeongseo.ms.kr/","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"4389","예일어린이집","광진구","서울시 광진구 자양로47길 11","02-452-7639","","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3725","세일학원","노원구","서울시 노원구 상계로1길 34","02-932-3131","http://sg.seiledu.com/","0","Y","Y","N","Y","Y","N","N","N","N","N","N","N"
"4492","참샘예능어린이집","은평구","서울시 은평구 갈현로45길  40-7","02-353-2986","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"879","백토공원화장실","송파구","서울시 송파구 양재대로72길 47-8","","","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"4768","성북세무서","성북구","서울시 성북구 삼선교로16길  13","02-760-8200","http://s.nts.go.kr/sb/","0","N","Y","N","N","N","N","N","N","N","N","N","N"
"122","도림동주민센터","영등포구","서울시 영등포구 도영로7길  10","02-2670-1454","http://www.ydp.go.kr/jumin/page.do?mCode=A025000000&path=jumin&dongNm=%B5%B5%B8%B2%B5%BF","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3870","구립푸른빛어린이집","은평구","서울시 은평구 진흥로16길 7-6","02-388-4060","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"1861","대한예수교장로회정릉교회","성북구","서울시 성북구 정릉로  280","02-914-8914","www.jeongneungorg","3","Y","Y","N","N","N","N","N","N","N","N","N","N"
"1869","장위중앙교회","성북구","서울시 성북구 장월로 101","","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"1879","순복음노원교회","노원구","서울시 노원구 노원로 440","02-3391-6100~1","www.fgnc.org/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"790","삼성도서관","강남구","서울시 강남구 봉은사로  616","02-568-9984","http://sslib.gangnam.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"5394","아주디지털타워","성동구","서울시 성동구 아차산로5길  7","02-499-2323","","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"4734","국세청","종로구","서울시 종로구 종로5길 86","126","http://www.nts.go.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3275","서라벌고등학교","노원구","서울시 노원구 한글비석로5길 18","02-2092-2274","http://www.sorabol.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3291","송곡여자관광고등학교 ","중랑구","서울시 중랑구 양원역로 50","02-432-1837","http://sgi.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3405","진관고등학교","은평구","서울시 은평구 진관4로 26","02-358-0782","http://www.jingwan.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2354","21세기병원","서초구","서울시 서초구 서초중앙로  39","02-3477-0880","www.21spine.co.kr","3","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2269","강남요양병원","서초구","서울시 서초구 서초중앙로 197","02-832-0151","www.kangnamhospital.co.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4749","방배경찰서","서초구","서울시 서초구 방배천로 54","182","http://www.smpa.go.kr/bb","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"5271","파트너스타워1","금천구","서울시 금천구 가산디지털1로  83","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2188","서울병원","송파구","서울시 송파구 오금로36길 290","02-405-8501~6","www.seoulmedicalcenter.co.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2071","이마트 은평점","은평구","서울시 은평구 은평로 111","02-380-1234","www.store.emart.com/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2122","서울초이스병원","송파구","서울시 송파구 올림픽로 57","02-508-2700","www.drchois.co.kr/","1","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"1803","대한예수교장로회자양동교회","광진구","서울시 광진구 뚝섬로56길 40","","","2","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3271","경기 여자고등학교","강남구","서울시 강남구 삼성로 29","02-573-6796","http://www.kgg.hs.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2348","누네안과병원","강남구","서울시 강남구 선릉로 404","02-1661-1175","www.noon.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2018","제일성민교회","동작구","서울시 동작구 성대로12길 71","02-823-6789","www.firstsungmin.or.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3802","월계문화정보도서관","노원구","서울시 노원구 월계로 319","02-991-0871","http://www.nowonlib.kr/local/html/wolgyeLocation","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4234","다사랑어린이집","중랑구","서울시 중랑구 용마산로 202","02-2209-6366","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3799","삼육대학교도서관","노원구","서울시 노원구 화랑로 815","02-3399-3636","http://lib.syu.ac.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4244","장위어린이집","성북구","서울시 성북구 장월로6길  28","02-918-1184","","0","Y","Y","Y","N","N","Y","N","N","N","N","N","N"
"4584","예나어린이집","도봉구","서울시 도봉구 시루봉로22길 27-17","02-3494-0155","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5350","에이스하이엔드타워3차","금천구","서울시 금천구 가산디지털1로  145","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3839","예원비전어린이집","강서구","서울시 강서구 화곡로 376","02-3665-9126","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"5363","지영프라자","성동구","서울시 성동구 아차산로5길  10","","","0","Y","N","Y","N","N","N","N","N","N","N","N","N"
"4659","종로구문화체육센터","종로구","서울시 종로구 인왕산로1길 21","02-732-9393","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4592","경일어린이집","도봉구","서울시 도봉구 도당로13길 34-5","02-3492-2722","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3957","구립홍은어린이집","서대문구","서울시 서대문구 모래내로 332-10","02-391-9002","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"5423","도깨비시장공영주차장","도봉구","서울시 도봉구 방학로10길 51","02-901-5120","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"1750","성서교회","노원구","서울시 노원구 광운로12길 9-5","02-914-3501","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5405","센터플러스","영등포구","서울시 영등포구 경인로82길 3-4","02-2164-1566","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4348","뽀로롱어린이집","송파구","서울시 송파구 마천로51가길 16","02-448-5054","","0","N","Y","Y","N","N","Y","N","N","N","N","N","N"
"4619","용산청소년수련관","용산구","서울시 용산구 이촌로71길 24","02-749-0102","http://www.youthpool.or.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4631","동대문체육관","동대문구","서울시 동대문구 답십리로 210-3","02-2247-9611","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4359","하얀마음어린이집","강서구","서울시 강서구 초록마을로14길 24","02-2603-3910","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5361","e-스페이스","구로구","서울시 구로구 디지털로27길 236","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4656","삼창타워프라자","노원구","서울시 노원구 한글비석로 383","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4661","중랑구민체육센터","중랑구","서울시 중랑구 신내로15길 189","02-3423-1070","http://jungnangspo.seoul.kr/jntour/gm_intro01.htm","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2017","람원교회","강서구","서울시 강서구 까치산로  160-4","02-2605-2513","www.ramwon.org","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3932","리틀킹어린이집","강서구","서울시 강서구 강서로33가길 42","02-2698-8031","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"4314","은혜어린이집","은평구","서울시 은평구 갈현로23길  10-1","02-357-8283","","1","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2511","청담몬테소리 유치원","강남구","서울시 강남구 학동로67길 15","02-546-3369","www.cheongdamkids.com/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"4033","삼청어린이집","종로구","서울시 종로구 삼청로7길 26","02-723-0155","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3228","신상중학교","노원구","서울시 노원구 동일로216길 42","02-932-0595","www.sinsang.ms.kr","0","Y","Y","N","N","Y","N","N","N","N","N","N","N"
"2622","창동초","도봉구","서울시 도봉구 해등로16길 81","02-900-9575","www.changdong-s.es.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3272","한양대부속고등학교","성동구","서울시 성동구 살곶이2길 27-2","02-2200-3500","http://www.hanyang-u.hs.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3232","영도중학교","양천구","서울시 양천구 목동중앙남로 27","02-2643-0243","","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"3237","동성중학교 ","종로구","서울시 종로구 대학로 156","02-3671-9102","www.sds.ms.kr","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2735","구암초등학교","관악구","서울시 관악구 구암길  1","02-871-6041","www.seoulguam.es.kr","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"2739","송파초등학교","송파구","서울시 송파구 백제고분로 400","02-414-0644","www.songpa.es.kr/","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2692","신남성초등학교","동작구","서울시 동작구 사당로 146","02-521-6268","www.shinnamsung.es.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3292","홍익사대부속고등학교","성북구","서울시 성북구 성북로14가길 23","02-762-0827","www.hongik.hs.kr","0","N","N","Y","N","N","N","N","N","N","N","N","N"
"3294","용문고등학교","성북구","서울시 성북구 인촌로17가길 46","02-928-3871","www.ymoon.hs.kr","0","N","N","N","N","N","N","N","N","N","N","N","N"
"743","구로4동 우체국","구로구","서울시 구로구 구로동로 130-2","02-863-0004","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2690","서울두산초등학교","금천구","서울시 금천구 범안로11길  3","02-804-1112","www.doosan.es.kr/","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3759","유탑학원(주일빌딩)","노원구","서울시 노원구 동일로 1639-6","02-952-6219","","0","Y","N","N","Y","N","N","N","N","N","N","N","N"
"2894","중동초등학교","마포구","서울시 마포구 월드컵북로  152","02-373-4835","www.jungdong.es.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"3005","영서중학교","구로구","서울시 구로구 도림로20길  35","02-856-9567","www.yeongseo.ms.kr","0","Y","N","N","N","Y","Y","N","N","N","N","N","N"
"2520","윤서유치원","강서구","서울시 강서구 화곡로13길 107","02-2605-2277","www.ysbrain.com/","0","N","Y","N","N","N","N","N","N","N","N","N","N"
"2665","금옥초등학교","성동구","서울시 성동구 독서당로 251","02-2297-2267","www.geumok.es.kr","0","Y","N","Y","Y","Y","N","N","N","N","N","N","N"
"2577","오류초등학교","구로구","서울시 구로구 경인로19길 39","02-2612-6412","www.oryu.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3115","용마중학교","중랑구","서울시 중랑구 면목로28길 18","02-439-6220","http://yongma.ms.kr/","0","N","Y","Y","Y","N","N","N","N","N","N","N","N"
"5447","망원1-1공영주차장","마포구","서울시 마포구 망원로 28","02-337-1552","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5471","은행나무공영주차장","중랑구","서울시 중랑구 겸재로54가길 4","","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"2702","면목초등학교","중랑구","서울시 중랑구 면목로 434","02-491-4341","www.myeonmok.es.kr","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"3155","강현중학교","동작구","서울시 동작구 상도로13라길 22","02-815-8335","www.sganghyeon.ms.kr","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2806","성원초등학교","마포구","서울시 마포구 월드컵로36길  34","02-305-7201","www.sungwon.es.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"4063","성덕어린이집","성동구","서울시 성동구 성수이로3길    14-7","02-464-9746","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3478","서울대법학강의동","관악구","서울시 관악구 관악로  1","02-880-7534","http://law.snu.ac.kr/design/index.asp","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2369","동부제일병원","중랑구","서울시 중랑구 망우로 511","02-437-5011","www.dbjeil.co.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2750","명일초등학교","강동구","서울시 강동구 고덕로38길 8","02-441-5313","www.myeongil.es.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3502","카톨릭대학교","종로구","서울시 종로구 창경궁로 296-12","02-740-9714","www.catholic.ac.kr","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"3409","대진남자고등학교","노원구","서울시 노원구 공릉로62가길 47","02-976-0066","http://www.dae-jin.hs.kr/","0","N","Y","Y","Y","Y","N","N","N","N","N","N","N"
"4467","한터어린이집","중랑구","서울시 중랑구 면목로56가길 21","02-437-2672","","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"760","번3동우체국","강북구","서울시 강북구 한천로105길 27","02-985-3402 ","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"765","신내동우체국","중랑구","서울시 중랑구 신내로17길 112","02-3421-2005","","0","Y","Y","Y","Y","N","N","N","N","N","N","N","N"
"779","동작보건소","동작구","서울시 동작구 장승배기로10길 42","02-820-1423","http://healthcare.dongjak.go.kr/healthcare/main/main.do","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"1602","천주교가양성당","강서구","서울시 강서구 허준로  69","02-2659-3274","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"2760","행당초등학교","성동구","서울시 성동구 고산자로8길 6","02-2292-9434","www.hd.es.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2462","양지유치원","노원구","서울시 노원구 노원로30길 45","02-936-5999","","0","Y","Y","N","N","N","N","N","N","N","N","N","N"
"3658","심슨어학원","송파구","서울시 송파구 삼전로 90","02-444-3321","http://www.esimson.com/main/main.php","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"5349","에이스하이엔드타워","금천구","서울시 금천구 가산디지털1로  233","","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"5360","강서IT밸리 아파트형 공장","강서구","서울시 강서구 화곡로68길 82","02-2615-1114","http://www.gsitvalley.co.kr/","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"5364","제일전자공장","성동구","서울시 성동구 연무장19길 5","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"3158","구일중학교","구로구","서울시 구로구 구일로 90-133","02-2107-9103","www.kuil.ms.kr","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"1625","세광교회","은평구","서울시 은평구 갈현로  192","02-388-5101","www.isekwang.kr","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2614","양동초등학교","양천구","서울시 양천구 오목로23길 24","02-2602-5101","www.yang-dong.es.kr","0","Y","N","Y","N","Y","N","N","N","N","N","N","N"
"2621","유현초등학교","강북구","서울시 강북구 인수봉로37길 24","02-985-3122","www.youhyeon.es.kr","0","N","Y","Y","N","Y","N","N","N","N","N","N","N"
"5336","대륭테크노타운III","금천구","서울시 금천구 가산디지털2로  115","","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"5343","백상스타타워1차","금천구","서울시 금천구 디지털로9길 65","02-6000-7114","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"2199","이너스치과병원","관악구","서울시 관악구 남부순환로 1710","02-888-2875","www.e-ners.com","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"2010","정릉4동성당","성북구","서울시 성북구 보국문로14길 18","","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"1703","한국천부교시흥교회","금천구","서울시 금천구 시흥대로26길  45","","","0","N","Y","Y","N","N","N","N","N","N","N","N","N"
"1706","가락동 성당","송파구","서울시 송파구 송파대로36길 34","","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"2189","강북삼성병원 본관","종로구","서울시 종로구 새문안로  29","02-2001-2001","www.kbsmc.co.kr/","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"206","오류2동 주민센터","구로구","서울시 구로구 오류로 45","02-2620-7550","http://www.guro.go.kr/dong/NR_index.do?categoryVal=1014","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"217","청운효자동주민센터","종로구","서울시 종로구 자하문로 92","02-2148-5003","http://www.jongno.go.kr/dongMain.do?dong=01","0","Y","Y","Y","Y","Y","N","N","N","N","N","N","N"
"354","오륜동주민센터","송파구","서울시 송파구 양재대로 1232","02-2147-4240","http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&cate_id=BC1700000000","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
"1777","새소망교회","동작구","서울시 동작구 장승배기로16길 33","02-824-1004","","0","Y","Y","Y","N","N","N","N","N","N","N","N","N"
"660","삼양동우체국","강북구","서울시 강북구 삼양로 229","02-989-1001","","0","Y","Y","Y","N","Y","N","N","N","N","N","N","N"
