"시설명","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","설치장소설명","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","동시사용가능대수","공기주입가능여부","휴대전화충전가능여부","관리기관명","관리기관전화번호","데이터기준일자","제공기관코드","작업일시"
"석촌고분역","서울특별시","송파구","11710","서울특별시 송파구 백제고분로 지하 274","","37.502489","127.0968847883","석촌고분역 지하 1층 EV 3호기 앞","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"석촌역","서울특별시","송파구","11710","서울특별시 송파구 백제고분로 지하 368","","37.505100","127.107117","석촌역 지하 1층 자동문 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"송파나루역","서울특별시","송파구","11710","서울특별시 송파구 백제고분로 지하 446","","37.5103503787","127.1122320440","송파나루역 지하 1층 민원발급기 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"한성백제역","서울특별시","송파구","11710","서울특별시 송파구 위례성대로 지하 29","","37.5163401025","127.1161140444","한성백제역 지하 1층 편의점 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"올림픽공원역","서울특별시","송파구","11710","서울특별시 송파구 양재대로 지하 1231","","37.516887","127.130919","올림픽공원역 지하 1층 편의점 물품보관함 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"인성장애인복지관","서울특별시","송파구","11710","서울특별시 송파구 마천로61길 26?","","37.493896","127.155182","인성장애인복지관 지하 1층 보조계단 앞","09:00","17:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"송파구장애인운전교육원","서울특별시","송파구","11710","서울특별시 송파구 삼학사로2길 49?","","37.496666","127.100541","송파구장애인운전교육원 조립식건물 출입문 우측","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"서울지체장애인협회 송파구지회","서울특별시","송파구","11710","서울특별시 송파구 문정로 170","","37.493983","127.137841","서울지체장애인협회 송파구지회 조립식건물 출입문 좌측","09:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"송파노인종합복지관","서울특별시","송파구","11710","서울특별시 송파구 백제고분로32길 41","","37.498667","127.094894","송파노인종합복지관 실외 1층 출입구","00:00","24:00","00:00","24:00","00:00","24:00","2","Y","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"송파안전체험교육관","서울특별시","송파구","11710","서울특별시 송파구 성내천로 35길 53","","37.500386","127.158815","송파안전체험교육관 1층 로비","09:00","17:00","09:00","15:00","00:00","00:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"서초구청","서울특별시","서초구","11650","서울특별시 서초구 남부순환로 2584","서울특별시 서초구 서초동 1376-3","37.48362486","127.0326848","1층 로비","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"한우리정보문화센터","서울특별시","서초구","11650","서울특별시 서초구 남부순환로340길 15","서울특별시 서초구 서초동 380","37.48205177","127.025014","1층 로비","09:00","18:00","09:00","15:00","09:00","23:59","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"우면종합사회복지관","서울특별시","서초구","11650","서울특별시 서초구 바우뫼로7길 11","서울특별시 서초구 우면동 63","37.46986315","127.0238659","3층 로비","09:00","18:00","09:00","15:00","09:00","23:59","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"사랑의 복지관","서울특별시","서초구","11650","서울특별시 서초구 강남대로65길 19","서울특별시 서초구 서초동 1310-10","37.49983787","127.0239976","1층 로비","09:00","18:00","09:00","15:00","09:00","23:59","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"중앙노인 종합복지관","서울특별시","서초구","11650","서울특별시 서초구 서초대로54길 45","서울특별시 서초구 서초동 1666-17","37.49232472","127.0168124","1층 로비","09:00","18:00","09:00","15:00","09:00","23:59","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"예술의전당","서울특별시","서초구","11650","서울특별시 서초구 남부순환로 2406","서울특별시 서초구 서초동 700","37.48024074","127.0142139","지하 1층 출입구","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"반포한강공원","서울특별시","서초구","11650","서울특별시 서초구 신반포로11길 40","서울특별시 서초구 반포동 115-5","37.5076669","126.9927035","반포안내센터 1층","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"논현역","서울특별시","서초구","11650","서울특별시 서초구 주흥15길 41","서울특별시 서초구 반포동 712","37.50791567","127.0172231","지하2층 대합실 14번 기둥","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"반포역","서울특별시","서초구","11650","서울특별시 서초구 신반포로 지하 200","서울특별시 서초구 잠원동 103","37.50621932","127.0050533","지하2층 대합실 자동사진기 옆 벽면","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"고속터미널역","서울특별시","서초구","11650","서울특별시 서초구 신반포로 지하 188","서울특별시 서초구 반포동 19-11","37.50464799","127.0044424","7호선 지하2층 대합실","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"내방역","서울특별시","서초구","11650","서울특별시 서초구 서초대로 지하 103","서울특별시 서초구 방배동 874-16","37.48753236","126.9931886","지하2층 대합실 기술지원반 입구 벽면","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"이수역","서울특별시","서초구","11650","서울특별시 서초구 동작대로 86","서울특별시 서초구 방배동 438-24","37.48423356","126.9824386","지하3층 대합실 ES9호기 근처 벽면","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"사당역","서울특별시","서초구","11650","서울특별시 서초구 효령로 5","서울특별시 서초구 방배동 447-7","37.47655368","126.9847738","2호선 14번출구 현금 인출기 옆","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"잠원역","서울특별시","서초구","11650","서울특별시 서초구 잠원로4길 지하 46","서울특별시 서초구 잠원동 100-1","37.51279984","127.0112204","4번출구 고객안내센터 옆","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","Y","서초구청","02-2155-6676","2021-10-18","3210000","2022-02-14 14:37:29.0"
"천왕역","서울특별시","구로구","11530","서울특별시 구로구 오리로 지하 1154","서울특별시 구로구 천왕동 14-43","37.48682059","126.8387128","천왕역 7호선","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"온수역","서울특별시","구로구","11530","서울특별시 구로구 경인로3길 지하 64","서울특별시 구로구 온수동 53-16","37.49215065","126.8233816","온수역 7호선","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"구일역","서울특별시","구로구","11530","서울특별시 구로구 구일로 133","서울특별시 구로구 구로동 636-46","37.49639172","126.8699216","구일역 1호선","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"대림역","서울특별시","구로구","11530","서울특별시 구로구 도림천로 351","서울특별시 구로구 구로동 1204","37.49330996","126.8949446","대림역 2호선","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","N","서울특별시 구로구청","02-860-2374","2022-01-01","3160000","2022-02-14 14:37:29.0"
"구로조은장애인자립생활센터","서울특별시","구로구","11530","서울특별시 구로구 디지털로31길 38-21","서울특별시 구로구 구로동 197-33","37.48652247","126.8937149","2층","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 구로구청","02-860-2381","2022-01-01","3160000","2022-02-14 14:37:29.0"
"구로장애인자립생활센터","서울특별시","구로구","11530","서울특별시 구로구 가마산로27길 14","서울특별시 구로구 구로동 106-8","37.49772931","126.8918534","8층","09:30","18:30","00:00","00:00","00:00","00:00","2","N","Y","서울특별시 구로구청","02-860-2382","2022-01-01","3160000","2022-02-14 14:37:29.0"
"복정역","서울특별시","송파구","11710","서울특별시 송파구 송파대로 6","","37.471055","127.126770","복정역 지하 1층 화장실입구 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"송파구청","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 326","","37.514476","127.105859","송파구청 1층 종합상황실 옆","09:00","22:00","09:00","22:00","09:00","22:00","2","N","Y","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"방이복지관","서울특별시","송파구","11710","서울특별시 송파구 오금로11길 68","","37.514644","127.114189","방이복지관 4층","09:00","17:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"서울장애인자립생활센터","서울특별시","송파구","11710","서울특별시 송파구 오금로 507 거여빌딩 6층","","37.493235","127.145180","6층 열린공간","09:00","17:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 당산로29길 9(당산동3가)","서울특별시 영등포구 당산동3가 407","37.5259814870","126.8939755627","치매지원센터 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-831-0855","2021-04-14","3180000","2022-02-14 14:37:29.0"
"종합운동장역","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 23","","37.510968","127.073356","9호선 종합운동장역 지하1층 9번 출구 고객안전실 앞","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"잠실역","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 305","","37.514978","127.104217","8호선 잠실역 고객안내센터 좌측 30M","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"몽촌토성역","서울특별시","송파구","11710","서울특별시 송파구 올림픽로 383","","37.517623","127.112428","몽촌토성역 지하 2층 고객상담실 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"올림픽공원역","서울특별시","송파구","11710","서울특별시 송파구 양재대로 1233","","37.516087","127.130601","5호선 올림픽공원역 지하1층 아이센터 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"마천역","서울특별시","송파구","11710","서울특별시 송파구 마천로57길 7","","37.494639","127.152027","마천역 지하 2층 편의점 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"가락시장역","서울특별시","송파구","11710","서울특별시 송파구 송파대로 257","","37.492742","127.118484","3호선 가락시장역 고객안내센터 옆","05:00","23:00","05:00","23:00","05:00","23:00","1","N","N","서울특별시 송파구","02-2147-5000","2020-02-18","3230000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 영등포로53길 22(영등포동2가)","서울특별시 영등포구 영등포동2가 222-2","37.520349","126.910671","영등포동 주민센터 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2670-1034","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 영등포로84길24-5(신길동)","서울특별시 영등포구 신길동 465-1","37.511118","126.921465","신길1동 주민센터 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2670-1259","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 대림로197(대림동)","서울특별시 영등포구 대림동 740-4","37.498315","126.898022","대림3동 주민센터 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2670-1424","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 도신로183(신길동 태광빌딩)","서울특별시 영등포구 신길동 215-9","37.511149","126.911518","푸드마켓 1호점 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-843-1377","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 버드나루로22길 5(당산동 강변한솔그라지아)","서울특별시 영등포구 당산동 121-41","37.530917","126.907597","푸드마켓 2호점 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2632-1377","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 디지털로441(대림동)","서울특별시 영등포구 대림동 899-2","37.49545723","126.905842","보건소 분소(대림1동주민센터) 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2670-4858","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 대림로23길25(대림동)","서울특별시 영등포구 대림동 705","37.4927398096","126.898252","대림2동 주민센터 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2670-1419","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 신길로55(신길동)","서울특별시 영등포구 신길동 440-57","37.49759583","126.9079900418","장애인사랑나눔의 집 정문 입구 왼쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-846-0042","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 버드나루로22(영등포동2가)","서울특별시 영등포구 영등포동2가 94-379","37.5208582747","126.9129017429","영등포장애인복지관 정문 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-3667-7979","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 도림로482(문래동3가)","서울특별시 영등포구 문래동3가 76-2","37.5168563355","126.8905583","영등포노인종합복지관 입구 안쪽","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2068-0075","2021-04-14","3180000","2022-02-14 14:37:29.0"
"영등포구","서울특별시","영등포구","11560","서울특별시 영등포구 당산로123(당산동3가)","서울특별시 영등포구 당산동3가 385-1","37.525964","126.8963671305","보건소 민원실 1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 영등포구","02-2670-3114","2021-04-14","3180000","2022-02-14 14:37:29.0"
"오동근린공원","서울특별시","강북구","11305","서울특별시 강북구 덕릉로42길 49","서울특별시 강북구 번동 산17-11","37.633061","127.0322063","실내배드민턴장 뒤편","00:00","24:00","00:00","24:00","00:00","24:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"강북장애인종합복지관","서울특별시","강북구","11305","서울특별시 강북구 오현로 189","서울특별시 강북구 번동 306-2","37.6287592","127.0390695","주차장","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"강북장애인종합복지관","서울특별시","강북구","11305","서울특별시 강북구 오현로 189","서울특별시 강북구 번동 306-2","37.6287592","127.0390695","주차장","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"강북구 보건소","서울특별시","강북구","11305","서울특별시 강북구 한천로 897","서울특별시 강북구 번동 232","37.63188022","127.0390621","보건소 입구","00:00","24:00","00:00","24:00","00:00","24:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"번동2단지종합사회복지관","서울특별시","강북구","11305","서울특별시 강북구 한천로105길 24 202동","서울특별시 강북구 번동 241","37.62760841","127.0448051","복지관 1층 출입구","00:00","24:00","00:00","24:00","00:00","24:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"번동3단지종합사회복지관","서울특별시","강북구","11305","서울특별시 강북구 오현로 208","서울특별시 강북구 번동 237","37.6296739","127.0411454","복지관 1층 복도","00:00","24:00","00:00","24:00","00:00","24:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"번동5단지종합사회복지관","서울특별시","강북구","11305","서울특별시 강북구 한천로115길 20","서울특별시 강북구 번동 230","37.63368721","127.0345359","1층 후문 주민사랑방 앞","00:00","00:00","00:00","00:00","00:00","00:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"강북구장애인단체총연합회","서울특별시","강북구","11305","서울특별시 강북구 인수봉로 291","서울특별시 강북구 수유동 545-3","37.64479193","127.0105151","장애인회관 주차장","00:00","24:00","00:00","24:00","00:00","24:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"삼양동종합복지센터","서울특별시","강북구","11305","서울특별시 강북구 삼양로 47길 9","서울특별시 강북구 미아동 749-25","37.62293303","127.018544","1층 로비 사무실 앞","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"시립 강북노인종합복지관","서울특별시","강북구","11305","서울특별시 강북구 삼양로 92길 40","서울특별시 강북구 수유동 122","37.63568736","127.018719","1층 여성안심택배 보관함 근처","00:00","24:00","00:00","24:00","00:00","24:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"미아동복합청사","서울특별시","강북구","11305","서울특별시 강북구 솔매로49길 14","서울특별시 강북구 미아동 197-1","37.62709036","127.026989","1층 로비","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"수유역","서울특별시","강북구","11305","서울특별시 강북구 도봉로338","서울특별시 강북구 수유동 수유동 140","37.637848501","127.025288164","8번출구 나가기전 상가옆 벽면","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"미아사거리역","서울특별시","강북구","11305","서울시 강북구 도봉로 50","서울특별시 강북구 미아동 66-1","37.61387407","127.0301002","1번출구와 6번출구 사이","06:00","23:00","06:00","23:00","06:00","23:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"강북경찰서","서울특별시","강북구","11305","서울특별시 강북구 오패산로 406","서울특별시 강북구 번동 415-15","37.63717057","127.0270418","경찰서 정문 왼쪽 신한은행ATM 옆","00:00","24:00","00:00","24:00","00:00","24:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"수유제1동 주민센터","서울특별시","강북구","11305","서울특별시 강북구 삼양로 299","서울특별시 강북구 수유동 605-412","37.63005097","127.017543","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"강북문화예술회관","서울특별시","강북구","11305","서울특별시 강북구 삼각산로 85","서울특별시 강북구 수유동 360-10","37.64098943","127.0138774","1층 입구","06:00","22:00","00:00","00:00","00:00","00:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"북서울꿈의숲(아트센터)","서울특별시","강북구","11305","서울특별시 강북구 월계로 173","서울특별시 강북구 번동 90","37.62025563","127.0443254","지하1층 로비","10:00","17:00","00:00","00:00","00:00","00:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"광진구청","서울특별시","광진구","11215","서울특별시 광진구 자양로 117","","37.53854062","127.0819145","민원복지동 1층 민원여권과 우측 출입구","09:00","18:00","09:00","18:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7097","2022-01-14","3040000","2022-02-14 14:37:29.0"
"광진장애인회관","서울특별시","광진구","11215","서울특별시 광진구 자양로 209","","37.5460025","127.086046","장애인회관 본관","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7097","2022-01-14","3040000","2022-02-14 14:37:29.0"
"광진장애인회관","서울특별시","광진구","11215","서울특별시 광진구 자양로 209","","37.5460025","127.086046","장애인회관 본관","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 광진구","02-450-7097","2022-01-14","3040000","2022-02-14 14:37:29.0"
"한국뇌병변장애인인권협회","서울특별시","광진구","11215","서울특별시 광진구 자양로 176","","37.543179","127.084777","광진IL센터 401호","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7097","2022-01-14","3040000","2022-02-14 14:37:29.0"
"정립회관","서울특별시","광진구","11215","서울특별시 광진구 워커힐로93","","37.55053695","127.0979157","1층 본관 휴게실","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7097","2022-01-14","3040000","2022-02-14 14:37:29.0"
"정립회관","서울특별시","광진구","11215","서울특별시 광진구 워커힐로93","","37.55053695","127.0979157","1층 본관 휴게실","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 광진구","02-450-7097","2022-01-14","3040000","2022-02-14 14:37:29.0"
"정립회관","서울특별시","광진구","11215","서울특별시 광진구 워커힐로93","","37.55053695","127.0979157","1층 수영장 입구","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 광진구","02-450-7097","2022-01-14","3040000","2022-02-14 14:37:29.0"
"금천구 가산동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 가산로 129","서울특별시 금천구 가산동 144-3","37.47689074","126.891784","1층 민원실","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2502","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 독산1동 주민센터(본소)","서울특별시","금천구","11545","서울특별시 금천구 시흥대로123길 11","서울특별시 금천구 독산동 289-5","37.47022076","126.8970434","3층 민원실","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2504","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 독산2동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 독산로 179","서울특별시 금천구 독산동 1043-51","37.46314785","126.9034825","1층 로비","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2506","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 독산3동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 독산로 317","서울특별시 금천구 독산동 973-17","37.47515987","126.9031731","1층 민원실","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2508","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 독산4동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 독산로 232","서울특별시 금천구 독산동 1022","37.46755452","126.9021682","1층 로비","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2510","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 시흥1동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 시흥대로58길 36","서울특별시 금천구 시흥동 886-6","37.45355368","126.9032507","1층 입구","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2514","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 시흥3동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 시흥대로18길 40","서울특별시 금천구 시흥동 956-3","37.44026038","126.9058035","1층 로비","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2518","2021-02-16","3170000","2022-02-14 14:37:29.0"
"강북구청","서울특별시","강북구","11305","서울특별시 강북구 도봉로89길 13","서울특별시 강북구 수유동 192-59","37.63918553","127.0254518","1층 서비스코너","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"국립재활원","서울특별시","강북구","11305","서울특별시 강북구 삼각산로 58","서울특별시 강북구 수유동 521-6","37.63865444","127.0102649","1층 행정동 로비","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"오동근린공원","서울특별시","강북구","11305","서울특별시 강북구 오현로31길 51","서울특별시 강북구 번동 318","37.63045708","127.0377699","강북구민운동장 뒤 쉼터 내(데크)","00:00","24:00","00:00","24:00","00:00","24:00","2","N","Y","강북구청","02-901-6677","2021-10-08","3080000","2022-02-14 14:37:29.0"
"금천구 독산1동 주민센터(분소)","서울특별시","금천구","11545","서울특별시 금천구 한내로 69-17","서울특별시 금천구 독산동 1088-3","37.4579016","126.8877667","2층 입구","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","Y","서울특별시 금천구","02-2627-2504","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 시흥2동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 금하로 764","서울특별시 금천구 시흥동 267-9","37.44961046","126.9146113","1층 민원실 입구","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 금천구","02-2627-2516","2021-02-16","3170000","2022-02-14 14:37:29.0"
"금천구 시흥5동 주민센터","서울특별시","금천구","11545","서울특별시 금천구 금하로21길 20","서울특별시 금천구 시흥동 832-14","37.45235581","126.9083063","1층 민원실 입구","09:00","18:00","00:00","00:00","00:00","00:00","1","Y","N","서울특별시 금천구","02-2627-2522","2021-02-16","3170000","2022-02-14 14:37:29.0"
