"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","총 주자면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","주차장 위치 좌표 위도","주차장 위치 좌표 경도"
"1511392","남대문시장알파문구앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:44","Y","유료","Y","유료","0","1114011700205","0","0","0","0","0","0","0","0","0","37.5605362","126.976697"
"1511392","남대문시장알파문구앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:44","Y","유료","Y","유료","0","1114011700205","0","0","0","0","0","0","0","0","0","37.56054017","126.97670933"
"1511392","남대문시장알파문구앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:44","Y","유료","Y","유료","0","1114011700205","0","0","0","0","0","0","0","0","0","37.56054494","126.97672056"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.56079894","126.97748633"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.56079537","126.97747435"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.56081624","126.97754846"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.56081326","126.97753574"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.56081087","126.97752226"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.56080252","126.97749906"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.56081922","126.97756119"
"1511395","남대문시장2번게이트앞 이륜자동차주차장(시)","중구 남대문로4가 3-6 0","NS","노상 주차장","6","이륜차 전용 주차장","02)3396-6262","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2019-06-10 10:38:45","Y","유료","Y","유료","0","1114011700206","0","0","0","0","0","0","0","0","0","37.5608061","126.97751103"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56621937","127.01176308"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56606307","127.01121361"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56597371","127.01079882"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56612746","127.0114906"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.5658584","127.01038319"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56603326","127.01107585"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.5660023","127.01093808"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56598022","127.0102406"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56594041","127.01065878"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56590564","127.0101255"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56590472","127.01051949"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56626813","127.0114789"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56609524","127.01135287"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56644898","127.0119162"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56638275","127.01179041"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56627788","127.01189333"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56616803","127.01162685"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56632712","127.0116581"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56634104","127.01202212"
"1511569","DDP동측(양쪽) 관광버스전용 주차장(시)","중구 을지로7가 2-36","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:17:06","Y","유료","Y","유료","0","1114014900221","0","0","0","0","0","0","0","0","0","37.56607834","127.0104982"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55589989","126.97944661"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55595263","126.97934717"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55558354","126.98004392"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55553088","126.98014372"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55608213","126.97820473"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55609507","126.97832394"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55604371","126.97784841"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55612453","126.97868226"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55600591","126.979248"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55610802","126.97844316"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.5560562","126.97796683"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55613113","126.97880145"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55612835","126.97892359"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.5560995","126.97903994"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55579383","126.9796461"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55605482","126.97914481"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55568869","126.97984497"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55563606","126.97994463"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.5557413","126.9797459"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.55611823","126.97856267"
"1511581","남산공원 소파로 관광버스전용 주차장(시)","중구 남창동 205-107","NS","노상 주차장","4","버스전용 주차장","02-2290-6449","1","N","무료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-10-07 13:20:25","Y","유료","Y","유료","0","1114011200187","0","0","0","0","0","0","0","0","0","37.5558474","126.97954579"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55812795","126.9760037"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55815358","126.97599846"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.5581798","126.97599396"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55823125","126.97598403"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55825747","126.97597952"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55799578","126.97606929"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55805044","126.97601823"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55807577","126.97601345"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55828332","126.97597443"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55802361","126.97602476"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.55820576","126.97598911"
"1511637","국제화재빌딩옆 노상 공영주차장(구)","중구 남대문로5가 145-0 0","NS","노상 주차장","1","시간제 주차장","02)3789-7756","1","Y","유료","N","야간 미개방","0700","2100","0800","2100","0000","0000","2019-06-10 10:40:17","N","무료","Y","유료","250000","1114011800005","500","5","500","5","0","0","0","0","0","37.5581018","126.97600852"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56817304","126.97782909"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56817325","126.97862051"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56817344","126.97855665"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56817898","126.97837742"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56818706","126.97789103"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.5681713","126.97874954"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56819564","126.97824564"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56818731","126.97831153"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56820106","126.97795322"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56820397","126.97817975"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56821506","126.97801467"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56821826","126.97808391"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56815911","126.97776752"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56816616","126.97894346"
"1511731","뉴국제호텔 앞 노상 공영주차장(구)","중구 태평로1가 18-0 0","NS","노상 주차장","1","시간제 주차장","02)842-0024","1","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:41:04","N","무료","Y","유료","250000","1114010300001","600","5","600","5","0","0","0","0","0","37.56816715","126.97887907"
