시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류,장애인 주차칸 여부
서소문 시티스퀘어,중구,148,중구 서소문동 143-0 ,37.563026,126.975362,주차장,공영주차장,가능
공유) 9-88(구),마포구,22,마포구 동교동 192-1,37.55642978,126.929253,주차장,공영주차장,가능
공유)  성동 06-23(구),성동구,22,성동구 행당동 381-6,37.55259,127.037868,주차장,공영주차장,가능
공유) 성동 09-06(구),성동구,22,성동구 금호동1가 636-0,37.55082911,127.0263227,주차장,공영주차장,불가능
서울역 롯데마트 주차장,중구,148,중구 봉래동2가 122-21 ,37.554084,126.969401,주차장,공영주차장,가능
서초구청 주차장,서초구,147,서초구 서초동 1376-3,37.4837382,127.0326425,주차장,공영주차장,가능
노량진 삼익프라자 주차장,동작구,146,동작구 노량진동 330-0,37.51097161,126.9451481,주차장,공영주차장,가능
전자회관 주차장,마포구,146,마포구 상암동 1599-0,37.5808418,126.8883896,주차장,공영주차장,가능
현대해상 빌딩 부설주차장,강남구,145,강남구 역삼동 646-0 ,37.50043291,127.0340152,주차장,공영주차장,가능
KT노원타워,노원구,145,노원구 상계동 723-0,37.65445795,127.0636962,주차장,공영주차장,가능
남산케이블카 공영주차장(시),중구,22,중구 회현동1가 1-19,37.55607461,126.9839032,주차장,공영주차장,가능
용답제2(평면) 공영주차장(구),성동구,145,성동구 용답동 182-10,37.56328524,127.056283,주차장,공영주차장,가능
삼환빌딩 주차장,종로구,145,종로구 운니동 98-5,37.5768231,126.9889387,주차장,공영주차장,가능
대우재단빌딩 주차장,중구,145,중구 남대문로5가 526-0 ,37.55648736,126.9752187,주차장,공영주차장,가능
디오트,중구,145,중구 신당동 193-2 ,37.56917183,127.0147337,주차장,공영주차장,가능
낙성대제1공영(구),관악구,23,관악구 봉천동 1627-10,37.47778131,126.9588355,주차장,공영주차장,가능
센터포인트 주차장,종로구,144,종로구 도렴동 65-0,37.57299913,126.9742552,주차장,공영주차장,가능
당고개위 공영주차장(시),노원구,23,노원구 상계동 111-568,37.67037141,127.0808116,주차장,공영주차장,가능
하나스퀘어,성북구,143,성북구 안암동5가 126-16 ,37.5836333,127.0263302,주차장,공영주차장,가능
은평평화공원(구),은평구,143,은평구 녹번동 153-1,37.60573659,126.9231083,주차장,공영주차장,가능
면목2동 주차장(민영),중랑구,142,중랑구 면목동 183-14,37.59142425,127.0782279,주차장,민영주차장,불가능
경동미르웰한올림 주차장,강서구,142,강서구 등촌동 656-0,37.55727057,126.8535755,주차장,공영주차장,가능
파라다이스텔 주차장,마포구,142,마포구 동교동 159-6 ,37.55669436,126.9229602,주차장,공영주차장,가능
마젤란21 오피스텔 주차장,마포구,141,마포구 동교동 156-2,37.55773765,126.9243987,주차장,공영주차장,가능
KD타워 주차장,성동구,141,성동구 성수동1가 656-292 ,37.54872988,127.0440033,주차장,공영주차장,가능
여의도한강5주차장[성모병원앞],영등포구,141,영등포구 여의도동 63-0 ,37.51696501,126.9357639,주차장,공영주차장,가능
경동 주차장(민영),광진구,140,광진구 중곡동 230-12,37.56452668,127.0807841,주차장,민영주차장,불가능
GS타임즈강남역(민영),서초구,140,서초구 서초동 1325-17,37.49480564,127.0240276,주차장,민영주차장,불가능
공단본부(구),양천구,23,양천구 목동 919-5,37.53034734,126.8713663,주차장,공영주차장,불가능
문화회관서측 노외주차장(구),양천구,23,양천구 신정동 323-25,37.51635934,126.8625557,주차장,공영주차장,불가능
고려(민영),종로구,140,종로구 신문로1가 37-0,37.57068317,126.974029,주차장,민영주차장,불가능
당산고가밑 공영주차장(시),영등포구,23,영등포구 당산동5가 9-15,37.53239477,126.9006866,주차장,공영주차장,가능
압구정로29길(구),강남구,140,강남구 압구정동 453-0,37.52840851,127.0283288,주차장,공영주차장,가능
낙산성곽길 이륜자동차주차장(구),종로구,23,종로구 창신동 67-2,37.57249193,127.0093381,주차장,공영주차장,가능
광진문화예술회관 및 구의회청사 주차장,광진구,140,광진구 자양동 227-344 ,37.537391,127.070962,주차장,공영주차장,가능
천마 공영주차장(구),송파구,140,송파구 마천동 1-5,37.500313,127.154959,주차장,공영주차장,가능
광희빌딩 주차장,중구,140,중구 광희동1가 216-0,37.5642933,127.0058004,주차장,공영주차장,가능
중곡초교(구),중랑구,140,중랑구 면목동 380-0,37.57427209,127.0837763,주차장,공영주차장,가능
마커스빌딩 주차장,강서구,139,강서구 마곡동 774-12 ,37.560007,126.833032,주차장,공영주차장,가능
성진강변스파랜드,광진구,139,광진구 구의동 593-15 ,37.5349417,127.0912593,주차장,공영주차장,가능
"신정1,3동 복개(구)",양천구,139,양천구 신정동 1031-0,37.52080252,126.8534569,주차장,공영주차장,가능
명동 엠퍼스트플레이스,중구,139,중구 저동2가 61-8 ,37.56299479,126.9896693,주차장,공영주차장,가능
디마크빌딩 부설주차장,강남구,138,강남구 대치동 1024-0 ,37.49669428,127.0552889,주차장,공영주차장,가능
화곡4-1 공영주차장(구),강서구,138,강서구 화곡동 809-26,37.53431225,126.8610576,주차장,공영주차장,가능
백상빌딩 주차장,도봉구,138,도봉구 창동 15-1,37.6535301,127.0518755,주차장,공영주차장,가능
NJ빌딩 부설주차장,강남구,137,강남구 신사동 602-0 ,37.52431586,127.0294409,주차장,공영주차장,가능
벽산에어트리움 주차장,강서구,137,강서구 방화동 849-0,37.57237498,126.8069231,주차장,공영주차장,가능
어바니엘한강 주차장,동작구,137,동작구 노량진동 333-0 ,37.512863,126.946738,주차장,공영주차장,가능
국민연금공단 주차장,서대문구,137,서대문구 충정로3가 463-0,37.562035,126.9645592,주차장,공영주차장,가능
SK테크노빌딩 주차장,성동구,137,성동구 성수동1가 16-4 ,37.5454331,127.0495144,주차장,공영주차장,가능
영등포구청역 공영주차장(시),영등포구,137,영등포구 당산동3가 370-3,37.52432737,126.8954889,주차장,공영주차장,가능
거주자노외(구),성동구,24,성동구 행당동 341-48,37.55311715,127.0315072,주차장,공영주차장,불가능
공유) 성동 17-02(구),성동구,24,성동구 성수동2가 334-2 ,37.54021,127.05243,주차장,공영주차장,가능
연신중학교지하공동주차장(구),은평구,137,은평구 불광동 400-4,37.6232864,126.9250857,주차장,공영주차장,가능
목사랑시장(구),양천구,24,양천구 목동 723-7,37.53897937,126.8653496,주차장,공영주차장,불가능
라모도주차장,중구,137,중구 을지로7가 105-0 ,37.56527383,127.0084232,주차장,공영주차장,가능
아이엔지 센터,중구,137,중구 순화동 53-0 ,37.56076215,126.9725572,주차장,공영주차장,가능
KBS별관뒤 노상주차장(구),영등포구,24,영등포구 여의도동 4-5,37.51940108,126.9293286,주차장,공영주차장,가능
공유) 당산1동거주자우선주차장(구),영등포구,24,영등포구 당산동3가 4-1 ,37.52625808,126.8990893,주차장,공영주차장,가능
미래에셋빌딩 앞 노상주차장(구),영등포구,24,영등포구 여의도동 45-0,37.51978217,126.9276331,주차장,공영주차장,가능
강남센타빌딩,강남구,136,강남구 역삼동 825-13,37.49741337,127.0283653,주차장,공영주차장,가능
뚝섬4주차장[청담대교 하부],광진구,136,광진구 자양동 97-5,37.531401,127.064373,주차장,공영주차장,가능
염리 공영주차장(구),마포구,135,마포구 염리동 174-3,37.54199792,126.9452373,주차장,공영주차장,가능
SK허브블루 지하주차장,강남구,134,강남구 논현동 241-3,37.51669181,127.0406172,주차장,공영주차장,가능
엠펠리체호텔 주차장,강서구,134,강서구 마곡동 797-10 ,37.559866,126.835247,주차장,공영주차장,가능
반포2동 공영주차장(구),서초구,134,서초구 반포동 5-1,37.50421414,126.9954231,주차장,공영주차장,가능
동서울 노외주차장(구),광진구,25,광진구 구의동 598-1,37.53352007,127.0913292,주차장,공영주차장,불가능
보라매제1공영주차장(구),관악구,133,관악구 봉천동 110-4,37.48858808,126.9345485,주차장,공영주차장,가능
C&H빌딩주차장,강남구,132,강남구 삼성동 154-8 ,37.50989576,127.057537,주차장,공영주차장,가능
하이파킹 좋은사람들빌딩 주차장,마포구,132,마포구 동교동 165-5,37.55641314,126.9238978,주차장,공영주차장,가능
방이동 공영주차장(구),송파구,131,송파구 방이동 52-1,37.51375908,127.1137851,주차장,공영주차장,가능
동부청과 공영주차장(시),동대문구,25,동대문구 용두동 8-1,37.57743669,127.0445451,주차장,공영주차장,가능
알 파킹 주차장(민영),강남구,130,강남구 세곡동 613,37.46637237,127.1001712,주차장,민영주차장,불가능
남산주차장(민영),중구,130,중구 남산동1가 16-4,37.55871544,126.984165,주차장,민영주차장,불가능
마리오아울렛1관,금천구,130,금천구 가산동 60-22 ,37.47820076,126.8871181,주차장,공영주차장,가능
공유) 3-66(구),서초구,25,서초구 서초동 1741-3,37.48870004,127.0074067,주차장,공영주차장,가능
양화진 공영주차장(구),마포구,130,마포구 합정동 139-21,37.545733,126.9112039,주차장,공영주차장,가능
신정7동 한사랑교회 주차장(구),양천구,130,양천구 신정동 324-11,37.5146488,126.8603852,주차장,공영주차장,가능
목동타운홀(구),양천구,25,양천구 목동 905-21,37.53292894,126.8768775,주차장,공영주차장,불가능
신길4동1마을공원 공영(구),영등포구,130,영등포구 신길동 232-20,37.50718232,126.9117476,주차장,공영주차장,가능
중화1동공영주차장(구),중랑구,130,중랑구 중화동 29-2,37.60270927,127.0816571,주차장,공영주차장,가능
래미안프리미어팰리스 주차장,광진구,129,광진구 자양동 859-0 ,37.537695,127.081503,주차장,공영주차장,가능
남부여성발전센터 지하공영주차장,금천구,129,금천구 시흥동 139-2 ,37.46326988,126.9060565,주차장,공영주차장,가능
대각빌딩,서초구,129,서초구 서초동 1319-5,37.49733722,127.027283,주차장,공영주차장,가능
남대문피혁상가 남측 노상 공영주차장(구),중구,25,중구 봉래동1가 83-0 0,37.55922497,126.9737015,주차장,공영주차장,가능
신정4동길(구),양천구,129,양천구 신정동 902-0,37.52645694,126.8620331,주차장,공영주차장,가능
신길6동공영(구),영등포구,129,영등포구 신길동 3203-0,37.50246528,126.9111455,주차장,공영주차장,가능
교보생명상계사옥[노원역 2호점],노원구,128,노원구 상계동 712-1 ,37.65448765,127.059945,주차장,공영주차장,가능
도산대로25길 32 공영주차장(구),강남구,26,강남구 신사동 564-0,37.52166886,127.0267945,주차장,공영주차장,불가능
망원1주차장[당산철교북단],마포구,128,마포구 합정동 352-5 ,37.545234,126.909896,주차장,공영주차장,가능
고분다리 전통시장 공영주차장(구),강동구,26,강동구 천호동 280-9,37.54304932,127.1322236,주차장,공영주차장,불가능
정안빌딩 주차장,중구,128,중구 서소문동 57-10 ,37.56287095,126.9717294,주차장,공영주차장,가능
낙성대제2공영(구),관악구,26,관악구 봉천동 220-8,37.47474598,126.9598494,주차장,공영주차장,가능
동서울호텔길 노상공영주차장(구),광진구,26,광진구 자양동 609-1,37.533596,127.091582,주차장,공영주차장,가능
쌍용플래티넘리버,강동구,127,강동구 천호동 432-10 ,37.54032651,127.1234788,주차장,공영주차장,가능
강남 드림플러스,서초구,127,서초구 서초동 1338-12,37.49087216,127.0302944,주차장,공영주차장,가능
디자이너빌딩 주차장(민영),강남구,126,강남구 청담동 85-4,37.5246817,127.0400994,주차장,민영주차장,불가능
그랜드컨벤션센타 주차장(민영),영등포구,126,영등포구 당산동6가 337-21,37.53556566,126.9010801,주차장,민영주차장,불가능
강동구청,강동구,126,강동구 성내동 540-0 ,37.5300895,127.1236909,주차장,공영주차장,가능
마곡테크노타워2 주차장,강서구,126,강서구 마곡동 799-17 ,37.558168,126.828561,주차장,공영주차장,가능
공유) 용신동 B 98구간(구),동대문구,26,동대문구 용두동 52-44,37.57718969,127.036866,주차장,공영주차장,불가능
면일초등학교,중랑구,125,중랑구 망우동 440-0 ,37.59198909,127.0993971,주차장,공영주차장,가능
마곡NY타워 주차장,강서구,124,강서구 마곡동 774-11 ,37.560135,126.832719,주차장,공영주차장,가능
시흥 4동 공영주차장(구),금천구,124,금천구 시흥동 704-56,37.4594198,126.9087125,주차장,공영주차장,가능
한남유수지공영주차장(구),용산구,124,용산구 한남동 522-44,37.5298673,127.0074007,주차장,공영주차장,가능
방배1동 공영주차장(구),서초구,123,서초구 방배동 328-1,37.48549233,126.992476,주차장,공영주차장,가능
돈암동일하이빌 주차장,성북구,123,성북구 동소문동5가 120-0 ,37.59164441,127.0144224,주차장,공영주차장,가능
교보생명 앞 노상주차장(구),영등포구,26,영등포구 당산동2가 71-0,37.52175523,126.891574,주차장,공영주차장,가능
도림동 공영주차장(구),영등포구,26,영등포구 도림동 226-13,37.50834696,126.8967964,주차장,공영주차장,불가능
씨티플라자 주차장,영등포구,123,영등포구 여의도동 25-0,37.52407584,126.9260471,주차장,공영주차장,가능
세운스퀘어 주차장,종로구,123,종로구 인의동 112-2 ,37.571871,126.996703,주차장,공영주차장,가능
스타팰리스,구로구,122,구로구 구로동 603-9 ,37.50333468,126.8811196,주차장,공영주차장,가능
새서울주차장(시),금천구,122,금천구 시흥동 886-14,37.45328014,126.902969,주차장,공영주차장,가능
동원시장공영주차장(구),중랑구,26,중랑구 면목동 74-33,37.58987969,127.0931487,주차장,공영주차장,불가능
청계주차장(구),동대문구,122,동대문구 용두동 129-4,37.57223438,127.0342946,주차장,공영주차장,가능
대치동507-3(구),강남구,27,강남구 대치동 507-3,37.49338656,127.062811,주차장,공영주차장,가능
금호초등학교,성동구,122,성동구 금호동2가 511-0 ,37.552314,127.019668,주차장,공영주차장,가능
메종오피스텔 주차장,영등포구,122,영등포구 여의도동 45-5,37.51922283,126.928598,주차장,공영주차장,가능
GS타임즈 영동프라자 주차장,강남구,121,강남구 논현동 140-0,37.50994959,127.0236941,주차장,공영주차장,가능
AJ파크 서울역2 공항철도 주차장,용산구,121,용산구 동자동 43-227 ,37.553416,126.969325,주차장,공영주차장,가능
세종빌딩 주차장,종로구,121,종로구 당주동 100-0,37.57186748,126.9733206,주차장,공영주차장,가능
도곡로 421 공영주차장(구),강남구,27,강남구 대치동 939-21,37.49782255,127.0564863,주차장,공영주차장,불가능
개운사주차장(민영),성북구,120,성북구 안암동5가 156-0,37.58932442,127.0286441,주차장,민영주차장,불가능
우성주차장(민영),중구,120,중구 회현동1가 82-0,37.55810713,126.9805989,주차장,민영주차장,불가능
황우회주차장(민영),중구,120,중구 황학동 1505-0,37.5693604,127.021379,주차장,민영주차장,불가능
상암 더팬빌딩 주차장[마포 상암점],마포구,120,마포구 상암동 1592-0,37.58162041,126.8870613,주차장,공영주차장,가능
개풍빌딩 주차장,성동구,120,성동구 성수동1가 656-766,37.54653931,127.0484473,주차장,공영주차장,가능
송정동(건물) 공영주차장(구),성동구,120,성동구 금호동1가 68-57,37.549976,127.0680728,주차장,공영주차장,가능
동서울 호텔길(B) 공영주차장(구),광진구,27,광진구 구의동 609-1 ,37.53306,127.091675,주차장,공영주차장,가능
기륭전자(구),금천구,27,금천구 가산동 219-7,37.47439353,126.8876228,주차장,공영주차장,가능
다옥빌딩 주차장,영등포구,120,영등포구 당산동6가 331-1,37.53455183,126.9012931,주차장,공영주차장,가능
신세계 주차빌딩,영등포구,120,영등포구 영등포동4가 431-6 ,37.51658932,126.9055563,주차장,공영주차장,가능
대한적십자사,중구,120,중구 남산동3가 32-2 ,37.55992303,126.9880662,주차장,공영주차장,가능
용마폭포공원공영주차장(구),중랑구,119,중랑구 면목동 1-4,37.57337582,127.0911424,주차장,공영주차장,가능
동묘공영주차장(구),종로구,27,종로구 숭인동 227-8,37.57328256,127.0189327,주차장,공영주차장,불가능
역삼1문화센터 공영주차장(구),강남구,118,강남구 역삼동 829-20,37.49534845,127.0332376,주차장,공영주차장,가능
트리스빌딩,강남구,117,강남구 논현동 70-6 ,37.51960706,127.034074,주차장,공영주차장,가능
서울숲 한라에코밸리 주차장,성동구,117,성동구 성수동1가 656-1222,37.54353917,127.0465818,주차장,공영주차장,가능
수유마을시장 공영주차장(구),강북구,116,강북구 수유동 55-53,37.63066419,127.0218459,주차장,공영주차장,가능
KT개봉빌딩,구로구,116,구로구 개봉동 280-7 ,37.48671161,126.8576907,주차장,공영주차장,가능
삼부그린스포츠센터 주차장,중랑구,116,중랑구 신내동 387-1,37.60700803,127.100482,주차장,공영주차장,가능
아시아공원 공영주차장(구),송파구,115,송파구 잠실동 84-0,37.5102769,127.078388,주차장,공영주차장,가능
롯데에비뉴엘,중구,115,중구 남대문로2가 130-0 ,37.56414068,126.9819412,주차장,공영주차장,가능
GS타임스 영등포(민영),영등포구,114,영등포구 영등포동4가 442-2,37.5160695,126.9030259,주차장,민영주차장,불가능
암사1동(구),강동구,114,강동구 암사동 59-2,37.55284955,127.1380234,주차장,공영주차장,가능
제이앤지산 주차장,동대문구,114,동대문구 장안동 94-27,37.58151728,127.0707059,주차장,공영주차장,가능
용산전자상가4(구),용산구,114,용산구 원효로3가 51-5,37.53388844,126.9600572,주차장,공영주차장,가능
눈스퀘어 주차장,중구,114,중구 명동2가 83-5 ,37.56342589,126.9829365,주차장,공영주차장,가능
노원세무서 앞 공영주차장(구),도봉구,28,도봉구 창동 15-0,37.65386551,127.0520789,주차장,공영주차장,가능
공유) 성대주차장(구),동작구,28,동작구 상도동 259-27,37.497255,126.933865,주차장,공영주차장,불가능
서림빌딩 주차장,강남구,113,강남구 역삼동 649-10 ,37.49908229,127.0299024,주차장,공영주차장,가능
라이즈호텔,마포구,113,마포구 서교동 354-5 ,37.55443405,126.9212641,주차장,공영주차장,가능
서초 이즈타워 주차장,서초구,113,서초구 서초동 1337-14,37.4921379,127.0291172,주차장,공영주차장,가능
하남빌딩 지하주차장,영등포구,113,"영등포구 여의도동 44-23 44-23, 44-27, 44-29",37.52035069,126.9297558,주차장,공영주차장,가능
광화문플래티넘오피스텔 주차장,종로구,113,종로구 적선동 156-0,37.57443965,126.9735536,주차장,공영주차장,가능
황학어린이공원 지하주차장(구),중구,113,중구 황학동 755-0,37.56754712,127.0181331,주차장,공영주차장,가능
뚝섬3주차장[수영장 앞],광진구,112,광진구 자양동 112-0,37.530632,127.067414,주차장,공영주차장,가능
아이파크타워 부설주차장,강남구,111,강남구 삼성동 160-0 ,37.5137388,127.0611103,주차장,공영주차장,가능
오류동 시티월드,구로구,111,구로구 오류동 44-10 ,37.49444763,126.8410367,주차장,공영주차장,가능
월계희성프라자[월계로 2호점],노원구,111,노원구 월계동 321-2 ,37.63091732,127.0610409,주차장,공영주차장,가능
서울여성플라자,동작구,111,동작구 대방동 345-1 ,37.5115951,126.9271124,주차장,공영주차장,가능
한서 공영주차장(구),마포구,111,마포구 염리동 24-170,37.552871,126.9493333,주차장,공영주차장,가능
이태원2동 공영주차장(구),용산구,111,용산구 이태원동 227-9,37.54036639,126.9926584,주차장,공영주차장,가능
수색동공영주차장(구),은평구,111,은평구 수색동 78-2,37.58049896,126.8989315,주차장,공영주차장,가능
종로40길 이륜자동차주차장(구),종로구,111,종로구 종로6가 318-3,37.5707684,127.0067825,주차장,공영주차장,가능
화곡8-2 공영주차장(구),강서구,110,강서구 화곡동 410-4,37.53771095,126.8503608,주차장,공영주차장,가능
서교타워 주차장,마포구,110,마포구 서교동 353-1 ,37.5553179,126.920982,주차장,공영주차장,가능
매화공영주차장(구),중랑구,28,중랑구 상봉동 85-41,37.59386143,127.0901991,주차장,공영주차장,가능
GS타임즈방배동 제2주차장,서초구,110,서초구 방배동 796-27 ,37.49341606,126.990636,주차장,공영주차장,가능
거주자우선주차장(구),강동구,29,강동구 성내동 540-0,37.53004609,127.1247923,주차장,공영주차장,가능
제이프러스빌딩,서초구,110,서초구 양재동 16-13 ,37.47967132,127.0396721,주차장,공영주차장,가능
고대사대부고,성북구,110,성북구 정릉동 1-2 ,37.60943381,127.0014977,주차장,공영주차장,가능
송파파크데이 2단지입구앞(구),송파구,110,송파구 마천동 603-0,37.4951848,127.1571441,주차장,공영주차장,가능
신창공영주차장(구),용산구,110,용산구 신창동 53-1,37.5353106,126.9552132,주차장,공영주차장,가능
더블유타워 주차장(민영),강남구,109,강남구 대치동 952-2,37.505051,127.063488,주차장,민영주차장,불가능
밤고개로21길 공영주차장(구),강남구,109,강남구 율현동 77-5,37.47354638,127.1144114,주차장,공영주차장,가능
방배열린문화센터 공영주차장(구),서초구,109,서초구 방배동 852-14,37.48895873,126.9923298,주차장,공영주차장,가능
화곡8동 배다리동길(구),강서구,108,강서구 화곡동 890-0,37.52894159,126.8499713,주차장,공영주차장,가능
조원동 제1공영주차장(구),관악구,108,관악구 신림동 571-6,37.48108305,126.9057404,주차장,공영주차장,가능
포포인츠 바이 쉐라톤 서울 구로,구로구,108,구로구 구로동 1128-1 ,37.48318,126.89884,주차장,공영주차장,가능
상계2동 공영주차장(구),노원구,108,노원구 상계동 373-13,37.6567376,127.067531,주차장,공영주차장,가능
진양빌딩 주차장,서대문구,108,서대문구 충정로2가 190-3 ,37.563785,126.962393,주차장,공영주차장,가능
백영성수센터,성동구,108,성동구 성수동2가 301-51,37.54536646,127.0505191,주차장,공영주차장,가능
충현 공영주차장(구),중구,108,중구 신당동 432-462,37.55220869,127.0056811,주차장,공영주차장,가능
창동역(서) 공영주차장(시),도봉구,107,도봉구 창동 330-0,37.65237042,127.0456768,주차장,공영주차장,가능
신우주차장(구),양천구,107,양천구 신월동 166-23,37.5342655,126.828501,주차장,공영주차장,가능
원묵 고등학교 공용 지하주차장(구),중랑구,107,중랑구 묵동 23-0,37.61542338,127.0860494,주차장,공영주차장,가능
LIG강남타워 부설주차장,강남구,106,강남구 역삼동 649-11 ,37.49919933,127.030281,주차장,공영주차장,가능
삼환 디지텔 벤처타워,성동구,106,성동구 성수동2가 280-13 ,37.54716879,127.0643438,주차장,공영주차장,가능
장충 공영주차장(구),중구,106,중구 장충동2가 193-39,37.56001,127.0013165,주차장,공영주차장,가능
서울역 철도 KTX빌딩 주차장(민영),용산구,105,용산구 동자동 43-227,37.549738,126.971651,주차장,민영주차장,불가능
 트레벨,강동구,105,강동구 천호동 451-20 ,37.53725331,127.1294909,주차장,공영주차장,가능
KPX빌딩,마포구,105,마포구 공덕동 473-0,37.54682876,126.9526414,주차장,공영주차장,가능
홍은 1동 제4 공영 주차장(구),서대문구,105,서대문구 홍은동 11-23,37.60142195,126.9489426,주차장,공영주차장,가능
하림인터네셔날 빌딩,서초구,105,서초구 서초동 1674-4,37.49419477,127.016614,주차장,공영주차장,가능
청파동1마을공원공영주차장(구),용산구,105,용산구 청파동3가 118-102,37.54294115,126.9684714,주차장,공영주차장,가능
대호빌딩B동 주차장,종로구,105,종로구 연지동 136-5 ,37.573647,126.999784,주차장,공영주차장,가능
건국빌딩(민영),종로구,104,종로구 낙원동 280-0,37.57356825,126.9869777,주차장,민영주차장,불가능
공유) 성동 15-27(구),성동구,30,성동구 성수동1가 22-17 ,37.54377,127.04911,주차장,공영주차장,가능
장충주차장(민영),중구,104,중구 장충동1가 35-2,37.56166883,127.007971,주차장,민영주차장,불가능
여의서로 공영주차장(시),영등포구,104,영등포구 여의도동 8-1,37.53361835,126.912896,주차장,공영주차장,가능
대우디오빌 주차장,서초구,103,서초구 서초동 1309-1,37.50204738,127.0240242,주차장,공영주차장,가능
계남다목적체육관[계남근린공원 1호점],양천구,103,양천구 신정동 695-6,37.513034,126.850433,주차장,공영주차장,가능
YP센터 주차장,영등포구,103,영등포구 양평동3가 60-0,37.52853206,126.8914943,주차장,공영주차장,가능
GE타워 부설주차장,강남구,102,강남구 청담동 71-3 ,37.52141593,127.0557334,주차장,공영주차장,가능
달마을주차장(구),양천구,30,양천구 목동 532-18,37.54437302,126.8716376,주차장,공영주차장,불가능
대신시장 노상주차장(구),영등포구,30,영등포구 신길동 116-15,37.5111404,126.9171407,주차장,공영주차장,가능
두원빌딩 주차장,강남구,102,강남구 신사동 503-5,37.51871066,127.0193475,주차장,공영주차장,가능
청화유료주차장,광진구,102,광진구 화양동 49-9 ,37.54205344,127.065162,주차장,공영주차장,가능
삼성화재빌딩 주차장,마포구,102,마포구 서교동 378-10 ,37.5520449,126.9166786,주차장,공영주차장,가능
양재근린공원 공영주차장(구),서초구,102,서초구 양재동 311-0,37.47158991,127.0424135,주차장,공영주차장,가능
살곶이(평면) 공영주차장(구),성동구,102,성동구 사근동 104-0,37.55384954,127.0482917,주차장,공영주차장,가능
삼풍상가 노상 공영주차장(구),중구,102,중구 인현동2가 56-0 0,37.56608416,126.9954006,주차장,공영주차장,가능
진양상가노상공영주차장(구),중구,102,중구 인현동2가 181-0 0,37.56351513,126.9956537,주차장,공영주차장,가능
이룸센터 주차장(민영),영등포구,101,영등포구 여의도동 17-13,37.52687019,126.9179032,주차장,민영주차장,불가능
영 주차장(민영),중랑구,101,중랑구 면목동 57-8,37.58427908,127.0943461,주차장,민영주차장,불가능
한국 기술센터 부설주차장,강남구,101,강남구 역삼동 701-7 ,37.50330297,127.0436679,주차장,공영주차장,가능
장지동 공영주차장(구),송파구,101,송파구 문정동 2-6,37.49066,127.134123,주차장,공영주차장,가능
한국생산성본부 주차장,종로구,101,종로구 적선동 122-1,37.5748879,126.9734009,주차장,공영주차장,가능
서울시청 본청사 주차장,중구,101,중구 태평로1가 31-0 ,37.56658706,126.9782511,주차장,공영주차장,가능
구로디지털단지역(상) 공영주차장(시),관악구,31,관악구 신림동 1677-5,37.48481135,126.9032339,주차장,공영주차장,불가능
강남구 민자유치 논현1호주차장(민영),강남구,100,강남구 논현동 123-11,37.5107062,127.0246145,주차장,민영주차장,불가능
AJ파크 암사동 주차장(민영),강동구,100,강동구 암사동 473-3,37.55237413,127.1351228,주차장,민영주차장,불가능
금강 주차장(민영),강서구,100,강서구 오쇠동 54-0,37.546072,126.799601,주차장,민영주차장,불가능
동방 주차장(민영),영등포구,100,영등포구 영등포동6가 68-2,37.52098127,126.9027809,주차장,민영주차장,불가능
대한극장주차장(민영),중구,100,중구 필동2가 17-3,37.56084372,126.9947954,주차장,민영주차장,불가능
하영빌딩,강동구,100,강동구 천호동 419-3 ,37.54004252,127.126568,주차장,공영주차장,가능
SB타워3 주차장,강서구,100,강서구 마곡동 798-4 ,37.558933,126.82384,주차장,공영주차장,가능
화곡본-2 공영주차장(구),강서구,100,강서구 화곡동 46-127,37.54432744,126.8484532,주차장,공영주차장,가능
건국대학교사범대학부속중학교 주차장,광진구,100,광진구 화양동 528-0 ,37.54069,127.082013,주차장,공영주차장,가능
스테이더디자이너스군자오피스텔 주차장,광진구,100,광진구 군자동 473-21 ,37.557336,127.077946,주차장,공영주차장,가능
독산동청년주택 주차장,금천구,100,금천구 독산동 332-13 ,37.46737801,126.8925771,주차장,공영주차장,가능
경륜경정 장안지점 주차장,동대문구,100,동대문구 장안동 462-0,37.56229166,127.0671915,주차장,공영주차장,가능
공유) 성동 18-10(구),성동구,31,성동구 성수동2가 277-117 ,37.54465,127.05785,주차장,공영주차장,가능
회기동 공영주차장(구),동대문구,100,동대문구 회기동 1-1,37.59208429,127.0554514,주차장,공영주차장,가능
VERTIGO 주차장,서대문구,100,서대문구 창천동 18-29 ,37.556317,126.937368,주차장,공영주차장,가능
당산2동(구),영등포구,31,영등포구 당산동 121-105,37.52824898,126.9077945,주차장,공영주차장,불가능
방배복개도로 제1지역 노상공영주차장(구),서초구,100,서초구 방배동 443-1,37.47791986,126.9825901,주차장,공영주차장,가능
서울숲비즈포레 주차장,성동구,100,성동구 성수동1가 656-439,37.54675771,127.045387,주차장,공영주차장,가능
공유) 필동로(구),중구,31,중구 필동3가 119-4,37.5570224,126.9957267,주차장,공영주차장,가능
남평화시장앞 노상공영주차장(구),중구,31,중구 신당동 779-0 0,37.56901167,127.0110097,주차장,공영주차장,가능
문화공영주차장(구),중구,31,중구 신당동 425-1,37.55654107,127.0109609,주차장,공영주차장,불가능
성수2가3동(건물) 공영주차장(구),성동구,100,성동구 성수동2가 299-19,37.54913662,127.0551983,주차장,공영주차장,가능
시네마빌딩공영주차장(구),성북구,100,성북구 돈암동 538-59,37.59916723,127.014741,주차장,공영주차장,가능
