시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류
반포쇼핑타운 1동 주차장,서초구,35,서초구 잠원동 75-10,37.50550745,127.00124766,주차장,공영주차장
반포쇼핑타운 2동 주차장,서초구,52,서초구 잠원동 75-13,37.50567011,127.00195452,주차장,공영주차장
반포쇼핑타운 3동 주차장,서초구,31,서초구 잠원동 75-19,37.50611556,127.00371449,주차장,공영주차장
반포쇼핑타운 4동 주차장,서초구,33,서초구 잠원동 69-2,37.50651526,127.00472393,주차장,공영주차장
반포쇼핑타운 5동 주차장,서초구,30,서초구 잠원동 69-5 ,37.506744,127.005569,주차장,공영주차장
반포쇼핑타운 6동 주차장,서초구,36,서초구 잠원동 69-13,37.50701829,127.00638746,주차장,공영주차장
반포쇼핑타운 7동 주차장,서초구,52,서초구 잠원동 69-19,37.50726443,127.00720051,주차장,공영주차장
반포쇼핑타운 8동 주차장,서초구,60,서초구 잠원동 69-22 ,37.507503,127.008162,주차장,공영주차장
반포천복개주차장(민영),서초구,1207,서초구 반포동 118-3,37.50400888,127.00661478,주차장,민영주차장
방배1동 공영주차장(구),서초구,123,서초구 방배동 328-1,37.48549233,126.99247595,주차장,공영주차장
방배복개도로 제1지역 노상공영주차장(구),서초구,100,서초구 방배동 443-1,37.47791986,126.98259013,주차장,공영주차장
방배복개도로 제2지역 노상공영주차장(구),서초구,99,서초구 방배동 493-5,37.48294232,126.98253991,주차장,공영주차장
방배역 노상 공영주차장(구),서초구,10,서초구 방배동 91-16,37.48266573,126.99671656,주차장,공영주차장
방배열린문화센터 공영주차장(구),서초구,109,서초구 방배동 852-14,37.48895873,126.99232981,주차장,공영주차장
방배중앙로 노상공영주차장(구),서초구,55,서초구 방배동 760-3,37.4928648,126.98649911,주차장,공영주차장
사당노외 공영주차장(시),서초구,184,서초구 방배동 507-1,37.47543791,126.98377372,주차장,공영주차장
삼보주차장(민영),서초구,16,서초구 양재동 328-7,37.46802595,127.04158582,주차장,민영주차장
삼성전자 서초사옥 주차장,서초구,888,서초구 서초동 1320-10,37.49669824,127.02686826,주차장,공영주차장
삼영주차장(민영),서초구,10,서초구 반포동 722-3,37.50935982,127.02173231,주차장,민영주차장
삼호(민영),서초구,10,서초구 양재동 269-2,37.47547705,127.04371006,주차장,민영주차장
삼호(민영),서초구,12,서초구 방배동 795-3,37.4933937,126.9892407,주차장,민영주차장
서래마을공영주차장(구),서초구,78,서초구 반포동 90-7,37.49715663,126.99877889,주차장,공영주차장
서리풀주차장(민영),서초구,20,서초구 서초동 1451-44,37.48207281,127.0129278,주차장,민영주차장
서울(민영),서초구,24,서초구 서초동 1703-8,37.49471652,127.01115647,주차장,민영주차장
서울프랑스학교 주차장,서초구,40,서초구 반포동 98-2,37.49596629,126.9979476,주차장,공영주차장
서초 마제스타시티,서초구,1148,서초구 서초동 1498-5 ,37.490654,127.005473,주차장,공영주차장
서초 삼성쉐르빌2 주차장,서초구,285,서초구 서초동 1330-0,37.49396615,127.02790312,주차장,공영주차장
서초 이즈타워 주차장,서초구,113,서초구 서초동 1337-14,37.4921379,127.02911723,주차장,공영주차장
서초(민영),서초구,19,서초구 서초동 1357-65,37.48785094,127.03186038,주차장,민영주차장
서초1주차장(민영),서초구,36,서초구 서초동 1464-13,37.48082008,127.01214202,주차장,민영주차장
서초구청 주차장,서초구,147,서초구 서초동 1376-3,37.4837382,127.03264253,주차장,공영주차장
서초메트로빌딩(민영),서초구,161,서초구 서초동 1338-7,37.48996327,127.03002533,주차장,민영주차장
서초역 공영주차장(구),서초구,23,서초구 서초동 1542-12,37.49053768,127.00897877,주차장,공영주차장
서초주차장(민영),서초구,30,서초구 서초동 1582-5,37.48718189,127.01137972,주차장,민영주차장
선단주차장(민영),서초구,35,서초구 잠원동 38-24,37.51098326,127.01990381,주차장,민영주차장
선형주차장(민영),서초구,20,서초구 서초동 1614-27,37.48837904,127.02207848,주차장,민영주차장
성산빌딩,서초구,28,서초구 방배동 1669-0 ,37.48724367,126.982818,주차장,공영주차장
성산빌딩,서초구,28,서초구 방배동 983-41 ,37.48030065,126.99879891,주차장,공영주차장
성진(민영),서초구,10,서초구 양재동 124-3,37.4767665,127.03788694,주차장,민영주차장
승정빌딩주차장(민영),서초구,23,서초구 서초동 1485-3,37.48338626,127.00941638,주차장,민영주차장
시민의숲 동측 공영주차장[양재시민의숲역 4호점](구),서초구,148,서초구 양재동 237-0,37.4723039,127.03822651,주차장,공영주차장
시민주차장(민영),서초구,16,서초구 양재동 80-9,37.4765614,127.03918187,주차장,민영주차장
시큐어파킹 강남역점 주차장(민영),서초구,25,서초구 서초동 1319-9,37.49713,127.027535,주차장,민영주차장
신사테마(민영),서초구,22,서초구 잠원동 8-27,37.51770509,127.01829321,주차장,민영주차장
신일(민영),서초구,15,서초구 서초동 1549-4,37.49003224,127.01079013,주차장,민영주차장
신태양빌딩 주차장,서초구,46,서초구 반포동 736-6,37.50710248,127.02235275,주차장,공영주차장
양재2동주민센터 공영주차장(구),서초구,31,서초구 양재동 323-1,37.47065988,127.0412941,주차장,공영주차장
양재근린공원 공영주차장(구),서초구,102,서초구 양재동 311-0,37.47158991,127.04241352,주차장,공영주차장
양재시민의숲(매헌)역 공영주차장(구),서초구,48,서초구 양재동 237-2,37.47037133,127.0385513,주차장,공영주차장
양재역환승주차장(민영),서초구,894,서초구 양재동 23-0,37.48352522,127.03434202,주차장,민영주차장
양재주차빌딩(구),서초구,98,서초구 양재동 90-2,37.47860952,127.04136907,주차장,공영주차장
양재주차장(민영),서초구,24,서초구 양재동 346-0,37.46855236,127.04296381,주차장,민영주차장
양재주차장(민영),서초구,20,서초구 양재동 80-11,37.47625951,127.03918066,주차장,민영주차장
양정(민영),서초구,13,서초구 서초동 1302-46,37.50329945,127.02284632,주차장,민영주차장
양지(민영),서초구,40,서초구 서초동 1359-8,37.48630537,127.03081097,주차장,민영주차장
언구비 공영주차장(구),서초구,51,서초구 반포동 741-3,37.50474149,127.02098179,주차장,공영주차장
언남문화체육센터 공영주차장(구),서초구,190,서초구 양재동 310-0,37.47217874,127.04431809,주차장,공영주차장
에피소드 서초 393 주차장,서초구,256,서초구 서초동 1338-5 ,37.48998528,127.02969202,주차장,공영주차장
영광(민영),서초구,19,서초구 양재동 6-35,37.48201691,127.04102958,주차장,민영주차장
영동설렁탕(민영),서초구,32,서초구 잠원동 10-41,37.51611751,127.01701141,주차장,민영주차장
예술의전당 주차장,서초구,1306,서초구 서초동 725-1 ,37.47921206,127.0117179,주차장,공영주차장
오륜(민영),서초구,13,서초구 서초동 1451-57,37.48300256,127.01366414,주차장,민영주차장
왕실(민영),서초구,17,서초구 방배동 783-12,37.49228595,126.98311545,주차장,민영주차장
우제빌딩 주차장,서초구,24,서초구 서초동 1538-2,37.48795025,127.00893688,주차장,공영주차장
우진빌딩 주차장,서초구,70,서초구 잠원동 76-4,37.50643046,127.00097382,주차장,공영주차장
우진빌딩 주차장,서초구,20,서초구 반포동 706-0 1,37.51045884,127.0201,주차장,공영주차장
운봉(민영),서초구,12,서초구 양재동 259-4,37.47420953,127.04143865,주차장,민영주차장
원(246㎡)(민영),서초구,16,서초구 양재동 331-4,37.46880113,127.04214766,주차장,민영주차장
이마트 양재점[양재시민의숲역 2호점],서초구,649,서초구 양재동 215-0 ,37.46331731,127.03687065,주차장,공영주차장
이수 공영주차장(구),서초구,162,서초구 방배동 761-3,37.49609844,126.98523586,주차장,공영주차장
인성빌딩 주차장,서초구,10,서초구 잠원동 20-5,37.51555208,127.01926485,주차장,공영주차장
잠원(민영),서초구,20,서초구 잠원동 14-12,37.51601121,127.0181541,주차장,민영주차장
잠원동 K-TOWER,서초구,37,서초구 잠원동 12-25,37.51716998,127.01879089,주차장,공영주차장
잠원동방음언덕형공영주차장(구),서초구,94,서초구 잠원동 10-33,37.51638775,127.0163891,주차장,공영주차장
잠원동휴먼타워 주차장,서초구,30,서초구 잠원동 20-9,37.51576733,127.01920153,주차장,공영주차장
장안주차장(민영),서초구,12,서초구 서초동 1698-5,37.49629475,127.01404817,주차장,민영주차장
정원빌딩(禎愿빌딩),서초구,32,서초구 잠원동 18-3,37.51495793,127.01663121,주차장,공영주차장
제이프러스빌딩,서초구,110,서초구 양재동 16-13 ,37.47967132,127.03967212,주차장,공영주차장
중앙로공영주차빌딩(구),서초구,50,서초구 방배동 977-17,37.48225393,126.99203575,주차장,공영주차장
진영주차장(민영),서초구,40,서초구 서초동 1604-9,37.48677967,127.0201777,주차장,민영주차장
청계산 청룡주차장(구),서초구,41,서초구 신원동 224-3,37.44657405,127.05988618,주차장,공영주차장
청계산근린광장(구),서초구,89,서초구 원지동 355-1,37.44649791,127.0561579,주차장,공영주차장
청광아트빌라 주차장,서초구,28,서초구 반포동 75-4,37.49718002,126.99925953,주차장,공영주차장
청권사(민영),서초구,14,서초구 방배동 185-2,37.48197817,126.99843967,주차장,민영주차장
청하빌딩(KJ) 주차장,서초구,3,서초구 잠원동 8-7,37.51752494,127.01777981,주차장,공영주차장
태양(민영),서초구,19,서초구 서초동 1718-3,37.49276255,127.0089664,주차장,민영주차장
텃골농장(옐로우주차장)(민영),서초구,27,서초구 양재동 353-3,37.46658202,127.04310974,주차장,민영주차장
파스텔시티(민영),서초구,61,서초구 방배동 444-3,37.47769442,126.98225349,주차장,민영주차장
파스텔프라자 주차장,서초구,270,서초구 잠원동 66-2,37.5100142,127.00973473,주차장,공영주차장
파킹랜드(민영),서초구,20,서초구 양재동 300-8,37.47317622,127.04688267,주차장,민영주차장
페이지 성형외과 주차장,서초구,5,서초구 반포동 748-6,37.5048795,127.02386183,주차장,공영주차장
푸른빌딩 주차장,서초구,62,서초구 잠원동 28-1,37.51361982,127.01962889,주차장,공영주차장
필주차장(남도파킹)(민영),서초구,3500,서초구 양재동 225-4,37.46019055,127.03846187,주차장,민영주차장
필주차장(민영),서초구,15,서초구 서초동 1337-28,37.49192742,127.03008546,주차장,민영주차장
하림인터네셔날 빌딩,서초구,105,서초구 서초동 1674-4,37.49419477,127.016614,주차장,공영주차장
한국교과서연구재단빌딩,서초구,13,서초구 반포동 706-9,37.51066001,127.02107733,주차장,공영주차장
한성(민영),서초구,25,서초구 서초동 1561-7,37.48937401,127.0117608,주차장,민영주차장
한성(민영),서초구,24,서초구 서초동 1561-9,37.48926476,127.01140414,주차장,민영주차장
현대 기림 오피스텔 주차장,서초구,81,서초구 서초동 1330-18 ,37.4940118,127.02837379,주차장,공영주차장
현대(민영),서초구,5,서초구 잠원동 61-13,37.51281841,127.01054058,주차장,민영주차장
현대(민영),서초구,59,서초구 서초동 1551-2,37.49126608,127.00997849,주차장,민영주차장
현대반포빌라트 주차장,서초구,44,서초구 반포동 77-1 외 11필지,37.49660362,126.99920021,주차장,공영주차장
현대유료주차장(민영),서초구,14,서초구 서초동 1327-21,37.49520738,127.02769664,주차장,민영주차장
호정빌딩 주차장,서초구,27,서초구 서초동 1327-35 ,37.49453487,127.02825146,주차장,공영주차장
효봉빌딩 주차장,서초구,21,서초구 서초동 1306-0 ,37.50046308,127.02579188,주차장,공영주차장
희망(민영),서초구,9,서초구 서초동 1362-10,37.48563085,127.03254305,주차장,민영주차장
남부순환로,서초구,15,서초동 738-13 ~ 서초동 산130-19,37.47897343453752,127.01016673406016,주차장,공영주차장
마방로,서초구,35,마방로 68 ~ 마방로4길 3,37.47793415621316,127.04364258071327,주차장,공영주차장
서초대로50길,서초구,38,사임당로 39 ~ 반포대로30길 81,37.49001944254387,127.01369333075878,주차장,공영주차장
서초대로50길,서초구,41,서초대로50길 8 ~ 사임당로 33,37.49293207072163,127.01259982351735,주차장,공영주차장
중앙로,서초구,9,중앙로 555 ~ 우면동 624-1,37.456952631997275,127.01119792897866,주차장,공영주차장
효령로,서초구,5,효령로 20 ~ 효령로 28,37.47761946528508,126.98770234590633,주차장,공영주차장
 영창디지털타워 주차장,성동구,183,성동구 성수동1가 8-6,37.54681833,127.04769117,주차장,공영주차장
(주)동남모터스 주차장(민영),성동구,24,성동구 행당동 294-7,37.55984138,127.03454264,주차장,민영주차장
(주)캘빈주차장(민영),성동구,19,성동구 용답동 225-7,37.56182391,127.05907908,주차장,민영주차장
KD타워 주차장,성동구,141,성동구 성수동1가 656-292 ,37.54872988,127.04400329,주차장,공영주차장
KT성수분국 앞(구),성동구,164,성동구 성수동2가 277-43,37.5461708,127.06186906,주차장,공영주차장
SK테크노빌딩 주차장,성동구,137,성동구 성수동1가 16-4 ,37.5454331,127.04951435,주차장,공영주차장
강변(건물) 공영주차장(구),성동구,99,성동구 성수동1가 366-1,37.53696583,127.04904251,주차장,공영주차장
개풍빌딩 주차장,성동구,120,성동구 성수동1가 656-766,37.54653931,127.04844725,주차장,공영주차장
갤러리아 포레아파트 주차장,성동구,1504,성동구 성수동1가 685-696,37.54578614,127.04249197,주차장,공영주차장
거주자노외(구),성동구,24,성동구 행당동 341-48,37.55311715,127.03150721,주차장,공영주차장
거주자노외주차장(구),성동구,67,성동구 송정동 72-242,37.55325753,127.06845194,주차장,공영주차장
거주자노외주차장(구),성동구,177,성동구 성수동1가 685-173,37.54919601,127.0411159,주차장,공영주차장
거주자우선주차장(구),성동구,121,성동구 마장동 494-0,37.56939855,127.03966509,주차장,공영주차장
공유)  성동 06-23(구),성동구,22,성동구 행당동 381-6,37.55259,127.037868,주차장,공영주차장
공유) 성동 03-15(구),성동구,13,성동구 홍익동 101-2 ,37.5668,127.03366,주차장,공영주차장
공유) 성동 03-20(구),성동구,6,성동구 도선동 12-1 ,37.56411,127.03547,주차장,공영주차장
공유) 성동 04-49(구),성동구,19,성동구 마장동 797-16 ,37.56503,127.03957,주차장,공영주차장
공유) 성동 05-09(구),성동구,57,성동구 사근동 282-2,37.56483672,127.04733399,주차장,공영주차장
공유) 성동 09-06(구),성동구,22,성동구 금호동1가 636-0,37.55082911,127.02632265,주차장,공영주차장
공유) 성동 14-02(구),성동구,39,성동구 옥수동 321-4 ,37.54389963,127.0164997,주차장,공영주차장
공유) 성동 15-27(구),성동구,30,성동구 성수동1가 22-17 ,37.54377,127.04911,주차장,공영주차장
공유) 성동 17-02(구),성동구,24,성동구 성수동2가 334-2 ,37.54021,127.05243,주차장,공영주차장
공유) 성동 17-29(구),성동구,36,성동구 성수동2가 527-0 ,37.5359,127.05367,주차장,공영주차장
공유) 성동 18-05(구),성동구,19,성동구 성수동2가 289-201,37.54848,127.05582,주차장,공영주차장
공유) 성동 18-10(구),성동구,31,성동구 성수동2가 277-117 ,37.54465,127.05785,주차장,공영주차장
공유) 성동 19-01(구),성동구,48,성동구 송정동 73-474 ,37.54891549,127.0628383,주차장,공영주차장
공유) 성동 19-02(구),성동구,10,성동구 송정동 66-28,37.5497568,127.0648411,주차장,공영주차장
금남시장 공영주차장(구),성동구,11,성동구 금호동3가 294-0,37.54833561,127.0232602,주차장,공영주차장
금호(민영),성동구,6,성동구 금호동3가 198-0,37.5486115,127.02463204,주차장,민영주차장
금호초등학교,성동구,122,성동구 금호동2가 511-0 ,37.552314,127.019668,주차장,공영주차장
남도파킹(민영),성동구,200,성동구 마장동 790-5,37.56547488,127.04389468,주차장,민영주차장
남영디지털타워 주차장,성동구,53,성동구 성수동2가 284-49,37.54798596,127.05131453,주차장,공영주차장
노벨빌딩 주차장,성동구,30,성동구 성수동1가 656-950 ,37.545435,127.045302,주차장,공영주차장
대도(민영),성동구,11,성동구 홍익동 93-0,37.56709367,127.03108996,주차장,민영주차장
대신(민영),성동구,32,성동구 용답동 229-6,37.56139433,127.06260757,주차장,민영주차장
대우(민영),성동구,17,성동구 용답동 230-2,37.5608486,127.06237647,주차장,민영주차장
대진(민영),성동구,26,성동구 송정동 68-43,37.54944854,127.06778534,주차장,민영주차장
도미(민영),성동구,15,성동구 금호동3가 288-0,37.5485715,127.02340955,주차장,민영주차장
도선동(지하) 공영주차장(구),성동구,188,성동구 홍익동 369-0,37.565567,127.0316914,주차장,공영주차장
동남주차장(민영),성동구,150,성동구 행당동 293-11,37.56011954,127.03370762,주차장,민영주차장
동우(민영),성동구,8,성동구 행당동 32-1,37.55698541,127.04220868,주차장,민영주차장
뚝도시장(구),성동구,17,성동구 성수동2가 335-60,37.53769188,127.05443225,주차장,공영주차장
뚝섬유수지(평면) 공영주차장(구),성동구,352,성동구 성수동1가 685-63,37.54982,127.041794,주차장,공영주차장
롯데(민영),성동구,15,성동구 금호동4가 1388-0,37.54821762,127.01811378,주차장,민영주차장
마장동 공영주차장(시),성동구,10,성동구 마장동 459-6,37.569138,127.034777,주차장,공영주차장
마장동(건물) 공영주차장(구),성동구,54,성동구 마장동 463-2,37.56993875,127.03514519,주차장,공영주차장
마장동거주자우선주차장(구),성동구,121,성동구 마장동 812-0,37.56514145,127.03913311,주차장,공영주차장
마장축산물시장 남문(구),성동구,175,성동구 마장동 494-0,37.567536,127.03828638,주차장,공영주차장
마장축산물시장 서문(건물) 공영주차장(구),성동구,127,성동구 마장동 522-1,37.5704876,127.03832741,주차장,공영주차장
마장축산물시장 현대아파트 앞 노상공영주차(구),성동구,59,성동구 마장동 84-0,37.57064025,127.04217799,주차장,공영주차장
마장축산물시장(평면) 공유주차장(구),성동구,117,성동구 마장동 525-1,37.571538,127.039926,주차장,공영주차장
메타모르프 주차장,성동구,71,성동구 성수동1가 13-189,37.5484793,127.05080468,주차장,공영주차장
백영성수센터,성동구,108,성동구 성수동2가 301-51,37.54536646,127.0505191,주차장,공영주차장
벽송주차장(민영),성동구,25,성동구 마장동 521-8,37.56944223,127.0377726,주차장,민영주차장
부래당 주차장,성동구,176,성동구 성수동2가 277-25,37.54523419,127.06009385,주차장,공영주차장
사근주차장(민영),성동구,39,성동구 사근동 231-28,37.56269228,127.04858102,주차장,민영주차장
사이버모터스(민영),성동구,49,성동구 용답동 230-4,37.56095175,127.06163504,주차장,민영주차장
살곶이(평면) 공영주차장(구),성동구,102,성동구 사근동 104-0,37.55384954,127.04829171,주차장,공영주차장
삼성(민영),성동구,10,성동구 도선동 252-0,37.56348438,127.03323447,주차장,민영주차장
삼연빌딩주차장,성동구,25,성동구 성수동2가 315-1,37.5439947,127.05663923,주차장,공영주차장
삼일빌딩 주차장,성동구,67,성동구 성수동1가 656-281 ,37.547156,127.048316,주차장,공영주차장
삼환 디지텔 벤처타워,성동구,106,성동구 성수동2가 280-13 ,37.54716879,127.06434383,주차장,공영주차장
서울(민영),성동구,18,성동구 마장동 480-10,37.57003048,127.0405142,주차장,민영주차장
서울숲 ITCT 지식산업센터 주차장,성동구,161,성동구 성수동1가 72-8,37.54147732,127.0488809,주차장,공영주차장
서울숲 L타워 주차장,성동구,157,성동구 성수동1가 656-1110 ,37.547883,127.046571,주차장,공영주차장
서울숲 M타워 주차장,성동구,154,성동구 성수동1가 656-334,37.54407896,127.04658899,주차장,공영주차장
서울숲 공영주차장(구),성동구,177,성동구 성수동1가 643,37.541479,127.042767,주차장,공영주차장
서울숲 드림타워 주차장,성동구,155,성동구 성수동2가 323-0,37.54053852,127.05619621,주차장,공영주차장
서울숲 한라에코밸리 주차장,성동구,117,성동구 성수동1가 656-1222,37.54353917,127.04658184,주차장,공영주차장
서울숲A타워 주차장,성동구,233,성동구 성수동1가 656-591 ,37.546109,127.048613,주차장,공영주차장
서울숲IT밸리 주차장,성동구,328,성동구 성수동1가 13-164,37.54747291,127.04989835,주차장,공영주차장
서울숲IT캐슬 주차장,성동구,221,성동구 성수동1가 671-6 ,37.55087361,127.04491526,주차장,공영주차장
서울숲더샵아파트 주차장,성동구,347,성동구 행당동 155-1,37.55715486,127.04012516,주차장,공영주차장
서울숲비즈포레 주차장,성동구,100,성동구 성수동1가 656-439,37.54675771,127.04538696,주차장,공영주차장
서울숲코오롱디지털타워2차 주차장,성동구,186,성동구 성수동2가 333-140 ,37.541506,127.053541,주차장,공영주차장
성동구민종합체육센터 주차장,성동구,152,성동구 성수동1가 685-697,37.5457571,127.04405658,주차장,공영주차장
성수 문화회관 아트홀 주차장,성동구,56,성동구 성수동1가 656-323,37.5454533,127.04698978,주차장,공영주차장
성수(민영),성동구,51,성동구 성수동2가 302-11,37.54387654,127.05226877,주차장,민영주차장
성수(민영),성동구,8,성동구 성수동1가 67-2,37.53883056,127.04856375,주차장,민영주차장
성수1가1동(건물) 공영주차장(구),성동구,93,성동구 성수동1가 656-260,37.53996228,127.04638485,주차장,공영주차장
성수1가2동공영주차장(구),성동구,19,성동구 성수동1가 13-22,37.55002966,127.04976672,주차장,공영주차장
성수2가1동(건물) 공영주차장(구),성동구,161,성동구 성수동2가 571-1,37.53716718,127.05619675,주차장,공영주차장
성수2가3동(건물) 공영주차장(구),성동구,100,성동구 성수동2가 299-19,37.54913662,127.05519826,주차장,공영주차장
성수E비즈센터 주차장,성동구,177,성동구 성수동2가 280-21,37.54682091,127.06328967,주차장,공영주차장
성수동아크밸리,성동구,198,성동구 성수동2가 277-43 ,37.54388148,127.06131977,주차장,공영주차장
성수역 3번출구 앞(구),성동구,92,성동구 성수동2가 276-5,37.54003122,127.05532171,주차장,공영주차장
성수주차장(민영),성동구,49,성동구 성수동1가 22-13,37.54408544,127.04893724,주차장,민영주차장
성수화물주차장(민영),성동구,20,성동구 성수동2가 284-23,37.54816442,127.05329623,주차장,민영주차장
세종빌딩 주차장,성동구,44,성동구 성수동2가 317-23 ,37.543728,127.057286,주차장,공영주차장
송정동(건물) 공영주차장(구),성동구,120,성동구 금호동1가 68-57,37.549976,127.0680728,주차장,공영주차장
신성(민영),성동구,25,성동구 성수동2가 314-6,37.54460053,127.05468815,주차장,민영주차장
아이에스비즈타워 주차장,성동구,231,성동구 성수동2가 289-319,37.54808101,127.05751228,주차장,공영주차장
아주디지털타워 주차장,성동구,43,성동구 성수동2가 284-56,37.54671269,127.0519253,주차장,공영주차장
에피소드 성수101 주차장,성동구,48,성동구 성수동1가 72-114 ,37.54078374,127.0487364,주차장,공영주차장
옥수역 공영주차장(시),성동구,31,성동구 옥수동 401-1,37.54220898,127.01729414,주차장,공영주차장
옥수유수지(평면) 공영주차장(구),성동구,47,성동구 옥수동 77-3,37.541363,127.018293,주차장,공영주차장
옥수주차장(민영),성동구,20,성동구 옥수동 168-5,37.54050452,127.01840012,주차장,민영주차장
왕십리 민자역사 비트플렉스몰 ,성동구,1000,성동구 행당동 168-151 ,37.562091,127.037925,주차장,공영주차장
왕십리(민영),성동구,34,성동구 하왕십리동 958-1,37.56331125,127.03100574,주차장,민영주차장
용답 어울림 공영주차장(구),성동구,16,성동구 용답동 53-5,37.56371143,127.05134895,주차장,공영주차장
용답동(건물) 공영주차장(구),성동구,162,성동구 용답동 4-1,37.56458022,127.05432169,주차장,공영주차장
용답동거주자우선주차장(구),성동구,22,성동구 용답동 225-13,37.56132404,127.05914844,주차장,공영주차장
용답제2(평면) 공영주차장(구),성동구,145,성동구 용답동 182-10,37.56328524,127.05628296,주차장,공영주차장
우리W타워 주차장,성동구,261,성동구 성수동2가 277-28,37.54477838,127.06220636,주차장,공영주차장
우영테크노센터 주차장,성동구,79,성동구 성수동2가 273-15,37.5431152,127.05961119,주차장,공영주차장
우진(민영),성동구,21,성동구 성수동2가 329-2,37.5391485,127.05609149,주차장,민영주차장
유한타워 주차장,성동구,70,성동구 성수동1가 656-54 ,37.542337,127.048655,주차장,공영주차장
응봉동(건물) 공영주차장(구),성동구,148,성동구 행당동 341-59,37.55334376,127.03074237,주차장,공영주차장
응봉동(평면) 공영주차장(구),성동구,65,성동구 응봉동 210-3,37.549237,127.033572,주차장,공영주차장
응봉역공영주차장(구),성동구,64,성동구 응봉동 3-11,37.55039155,127.03448112,주차장,공영주차장
일신(민영),성동구,25,성동구 도선동 339-0,37.56445853,127.03147238,주차장,민영주차장
장한평자동차시장 노상공영주차장(구),성동구,310,성동구 용답동 225-13,37.55895012,127.06688104,주차장,공영주차장
지구(민영),성동구,28,성동구 용답동 228-4,37.56168459,127.06058317,주차장,민영주차장
진보(민영),성동구,21,성동구 성수동2가 551-1,37.53699432,127.05444558,주차장,민영주차장
청계8가(남) 공영주차장(시),성동구,72,성동구 상왕십리동 12-47,37.56970941,127.03216792,주차장,공영주차장
코오롱 디지털타워 3차 주차장,성동구,177,성동구 성수동1가 14-18 ,37.546722,127.05008,주차장,공영주차장
코오롱디지털타워 1차 주차장,성동구,399,"성동구 성수동2가 308-4 308-4외 2번지 (308-7,333-62)",37.54259988,127.05199298,주차장,공영주차장
킹(민영),성동구,9,성동구 성수동2가 778-2,37.53588253,127.05336167,주차장,민영주차장
평화(민영),성동구,45,성동구 용답동 235-7,37.56041499,127.06759322,주차장,민영주차장
풍림테크원,성동구,48,성동구 성수동2가 273-10 ,37.54194042,127.06062951,주차장,공영주차장
프로앤텍(민영),성동구,8,성동구 성수동2가 315-106,37.54351547,127.05628339,주차장,민영주차장
하왕십리(건물) 공영주차장(구),성동구,94,성동구 행당동 347-3,37.560316,127.027944,주차장,공영주차장
한성(민영),성동구,45,성동구 용답동 233-4,37.56094717,127.06577937,주차장,민영주차장
행복(민영),성동구,14,성동구 마장동 574-0,37.566393,127.03616149,주차장,민영주차장
헤이그라운드 서울숲 주차장,성동구,20,성동구 성수동1가 656-75,37.5478389,127.04416549,주차장,공영주차장
현대(민영),성동구,40,성동구 용답동 231-0,37.5606174,127.06350047,주차장,민영주차장
홍성빌딩 주차장,성동구,33,성동구 성수동1가 656-410,37.54096389,127.04429024,주차장,공영주차장
홍익동(건물) 공영주차장(구),성동구,85,성동구 홍익동 252-0,37.5656391,127.03390496,주차장,공영주차장
금호로,성동구,17,금호로 60 ~ 금호로 82-1,37.54859160564637,127.02592847049615,주차장,공영주차장
왕십리로,성동구,11,왕십리로 94 ~ 왕십리로 108-1,37.547324600371105,127.04468165024616,주차장,공영주차장
 고려대(본교),성북구,3791,성북구 안암동5가 1-2 ,37.58872218,127.03256823,주차장,공영주차장
JR메디컬센터타워 주차장,성북구,32,성북구 정릉동 408-3 ,37.60736694,127.01009949,주차장,공영주차장
KB국민은행,성북구,30,성북구 동선동1가 117-0 ,37.59303229,127.01766627,주차장,공영주차장
개운사주차장(민영),성북구,120,성북구 안암동5가 156-0,37.58932442,127.02864408,주차장,민영주차장
개운산(구),성북구,11,성북구 종암동 54-182,37.59688064,127.02640598,주차장,공영주차장
경동고(구),성북구,122,성북구 삼선동3가 43-1,37.58574745,127.01498402,주차장,공영주차장
경동고등학교 주차장,성북구,84,성북구 삼선동3가 43-1 8번지,37.58574745,127.01498402,주차장,공영주차장
경평주차장(민영),성북구,17,성북구 동소문동7가 2-18,37.59599424,127.01545964,주차장,민영주차장
고대사대부고,성북구,110,성북구 정릉동 1-2 ,37.60943381,127.00149765,주차장,공영주차장
고대주차장(민영),성북구,20,성북구 안암동5가 1-2,37.58872218,127.03256823,주차장,민영주차장
공동주차장(민영),성북구,5,성북구 정릉동 685-32,37.61015619,127.00709037,주차장,민영주차장
공동주차장(민영),성북구,6,성북구 성북동 126-2,37.59305855,127.00014387,주차장,민영주차장
공유) 성북구 도담도담 주차장(구),성북구,7,성북구 성북동 232-13,37.594584,126.993775,주차장,공영주차장
공유) 성북구 복사골 주차장(구),성북구,10,성북구 성북동 230-1,37.594806,126.993478,주차장,공영주차장
공유) 성북구 심우장 주차장(구),성북구,11,성북구 성북동 241-5,37.594546,126.994284,주차장,공영주차장
공주(민영),성북구,15,성북구 장위동 292-1,37.61920134,127.04702987,주차장,민영주차장
광운(민영),성북구,30,성북구 장위동 106-1,37.61601962,127.05570812,주차장,민영주차장
광평(민영),성북구,15,성북구 삼선동1가 25-0,37.58757335,127.007148,주차장,민영주차장
국민대앞북악주차(구),성북구,50,성북구 정릉동 880-1 ,37.609717,126.995411,주차장,공영주차장
